,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.67,3.2,5.01,5.88,6.15,6.93,2.89,2.13,2.77,2.33,1.88,2.42,1.35,2.45,1.87,
f_1,7.6,0.66,5.94,5.91,6.17,5.44,1.86,2.25,2.08,1.71,2.09,,1.4,1.89,2.0,1.52
d_1,7.99,5.21,0.66,5.3,5.26,5.66,2.65,,1.75,2.97,2.5,1.78,1.86,1.85,1.13,1.64
c_1,5.9,5.72,7.31,0.65,6.49,6.17,4.03,1.35,2.76,,1.72,1.89,1.64,2.8,1.49,1.6
b_1,5.36,6.01,5.86,4.08,0.64,5.62,3.04,2.12,2.61,2.65,,2.35,1.47,2.75,1.94,
a_1,6.38,8.89,7.67,5.85,4.51,0.58,2.7,2.53,,2.59,2.79,2.96,2.83,,1.95,2.38
h_1,4.25,6.45,4.44,4.18,4.23,5.17,0.61,2.19,2.71,1.63,1.41,1.6,,1.74,1.98,2.02
d_0,3.72,4.82,,5.56,5.98,4.1,1.88,0.71,1.59,1.31,2.15,1.57,1.45,1.44,1.14,1.73
g_1,5.88,7.42,6.42,4.84,5.69,,1.66,2.84,0.57,2.42,2.76,1.9,1.19,1.45,,2.12
c_0,4.18,5.55,2.95,,4.38,4.1,3.04,2.17,1.94,0.7,2.07,1.89,1.7,1.59,1.32,1.37
b_0,6.2,5.44,4.91,6.84,,5.03,2.86,1.51,2.15,1.25,0.67,2.52,1.26,2.25,1.28,1.24
f_0,5.83,,5.13,5.32,4.75,4.09,2.57,2.14,1.5,1.74,1.56,0.67,2.16,1.57,1.12,
h_0,4.69,4.92,4.47,4.72,5.0,3.83,,1.55,2.52,1.47,1.62,1.34,,1.38,1.24,1.75
a_0,4.58,7.58,7.18,6.19,7.07,,2.53,2.48,3.1,2.81,1.1,2.07,1.66,0.61,,
g_0,6.03,4.21,5.69,5.4,4.42,6.31,1.23,2.18,,1.8,2.36,1.73,1.35,,,
e_0,,9.66,6.92,6.64,,4.96,2.41,1.82,2.64,2.59,2.57,,1.48,,,0.59
