,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,8868.37,6108.72,7057.56,13547.56,19186.48,54015.48,6295976.65,29107674.37,18310831.75,17011867.04,32525172.22,39373844.78,273964453.45,272381747.33,218120925.0,442241491.62
f_1,6775.91,12005.65,7151.71,10965.29,15917.42,50923.19,6901391.85,19136874.32,18956867.73,16047659.25,30803830.3,28488434.43,224272024.03,254305294.26,209760889.9,465330036.07
d_1,4124.21,6028.62,19557.33,7472.09,19112.55,56375.0,7160189.47,11673264.61,34654881.89,18352536.37,38214487.32,42856866.24,255990400.27,283692983.1,317909317.04,497928958.01
c_1,3528.75,5212.29,7642.73,28120.86,35363.49,60091.25,6012983.3,17519021.74,11942099.66,16350627.83,22928504.57,36685510.77,238316629.33,211657220.64,283287791.16,446559879.86
b_1,3816.97,5411.46,7923.71,10698.9,55043.38,109103.46,6071063.78,16802484.87,18217456.49,19228702.72,21371826.02,45907941.65,222185542.71,196768927.2,353864217.02,412108954.71
a_1,4435.72,6575.79,7402.78,10979.04,19061.04,204582.85,7225835.83,19342535.6,18799166.54,13988764.49,29610088.52,34446089.56,249431047.69,207250491.74,339692473.01,532509742.37
h_1,4324.06,7448.81,9884.67,11120.62,18034.52,47316.38,11820073.38,16235596.48,23207767.62,23133805.48,32763412.53,44153843.57,221753662.92,312941653.2,309764421.9,640187370.76
d_0,4429.29,6099.76,5953.27,19397.08,22935.07,58623.15,6190354.64,24985245.24,14440744.91,17262726.06,29345783.83,40478923.14,275115733.49,256261531.2,296895420.99,490108990.31
c_0,4748.48,7019.27,9666.65,8317.61,17536.21,61276.45,8265926.31,16024856.42,31852713.31,20201032.29,55443307.84,45223760.99,251312768.7,367464784.83,348398770.01,571737699.41
g_1,3710.51,5260.79,13548.27,10882.23,18352.23,64226.49,7356329.06,15325586.62,23170692.04,40414479.45,32052374.62,63894981.82,268353852.81,252417110.25,467917237.9,402835243.95
b_0,4710.68,6257.49,9845.99,12356.3,15108.91,48680.55,7798977.32,18284110.33,23790263.33,19596870.33,49070913.34,43079922.91,287654233.37,526312175.59,345625857.82,530999382.48
f_0,3353.36,5628.09,10067.31,13495.31,20592.86,60316.26,7592351.33,18771409.24,22446937.77,21064928.56,37698560.71,73690728.16,294479279.88,322410821.14,669223919.09,510115677.03
h_0,4411.07,7242.03,9338.46,12232.11,21355.15,56758.45,6408837.74,17154431.8,21053173.66,25704228.31,32302188.02,46041972.19,203693531.3,265306055.83,353064824.96,628439806.25
a_0,4746.87,6477.13,9120.81,12778.16,19649.32,36660.21,7529081.74,16970922.69,20479015.9,19727472.78,31131047.39,48830311.31,299659933.88,555150428.57,306180878.01,523289835.66
e_0,3632.78,6547.61,9361.26,11384.65,21454.01,62002.93,7979454.31,17510491.17,22818051.94,21026782.82,41389099.69,52915844.1,271798845.21,334423044.66,664358600.21,494884054.0
g_0,4160.29,5071.23,12749.1,11294.18,21070.68,52199.57,7378474.58,14729446.14,22560756.92,15111419.52,34901156.81,64079117.21,251679361.49,328716102.27,415130975.75,456120256.43
