,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,0.85,2.19,2.02,1.78,1.59,0.51,0.46,0.59,0.37,0.29,0.42,0.25,0.33,1.7,0.21
f_1,1.69,0.18,1.83,1.34,1.83,1.83,0.29,0.32,0.47,0.32,0.31,1.19,0.16,0.34,0.33,0.39
c_1,1.58,1.73,0.15,2.24,1.3,1.53,0.5,0.17,0.6,1.57,0.42,0.32,0.23,0.28,0.3,0.3
d_1,1.76,2.04,1.95,0.15,1.46,1.3,0.47,2.02,0.28,0.29,0.32,0.35,0.27,0.32,0.35,0.15
b_1,1.87,2.04,0.88,1.69,0.13,1.81,0.53,0.31,0.42,0.57,1.84,0.3,0.27,0.46,0.27,0.21
a_1,1.75,2.5,1.34,1.72,0.91,0.1,0.57,0.39,0.56,0.37,0.34,0.37,0.25,1.09,0.36,0.28
h_1,0.82,1.09,0.93,0.85,1.18,0.93,0.06,0.19,0.3,0.16,0.14,0.19,0.37,0.21,0.18,0.12
d_0,0.49,0.96,0.78,2.87,1.11,1.09,0.32,0.08,0.25,0.27,0.26,0.17,0.18,0.2,0.18,0.18
g_1,0.91,1.0,0.93,0.81,1.29,0.77,0.25,0.23,0.06,0.21,0.2,0.2,0.12,0.24,0.17,0.32
c_0,0.89,1.02,3.19,0.45,1.31,0.88,0.28,0.24,0.25,0.07,0.19,0.19,0.17,0.17,0.22,0.13
b_0,0.8,0.91,1.19,0.89,4.13,0.97,0.26,0.2,0.2,0.09,0.06,0.13,0.11,0.21,0.14,0.18
f_0,0.8,3.29,0.84,0.96,0.91,0.98,0.24,0.16,0.22,0.18,0.15,0.06,0.12,0.13,0.15,0.07
h_0,0.97,0.78,1.1,0.84,0.75,1.04,0.62,0.19,0.29,0.2,0.2,0.2,0.37,0.15,0.18,0.1
a_0,1.0,0.83,1.02,0.77,1.35,,0.2,0.18,0.29,0.17,0.09,0.15,0.12,0.05,0.14,0.14
e_0,2.36,1.1,0.88,0.82,1.14,1.01,0.24,0.16,0.22,0.15,0.18,0.07,0.1,0.14,0.04,0.12
g_0,0.8,0.83,0.94,1.27,1.0,1.05,0.25,0.2,0.53,0.17,0.15,0.24,0.1,0.19,0.18,0.32
