,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,9540.43,1074.18,1119.71,2313.96,4324.1,19885.87,1317747.37,7300058.36,5036639.61,3550017.71,7450536.02,14955052.54,35788068.85,46143334.62,75935105.72,16017809.14
f_1,1729.69,11053.43,1189.47,1946.19,3672.22,19365.82,1467022.39,4387408.81,3744685.86,3950891.64,5851173.23,3306488.4,39379889.58,39891242.26,75991689.25,52924046.5
d_1,901.53,1270.7,11426.97,1524.06,3974.83,21172.29,1141037.61,1480115.92,7829190.42,4772127.88,8368890.77,16362582.5,46284712.42,59360588.69,88044076.55,95588645.55
c_1,974.23,1099.09,995.66,22149.92,7984.61,27879.5,1260898.25,4631546.96,660343.82,2753953.26,4715850.43,17010894.33,36415294.1,40789669.52,82479857.18,102601066.56
b_1,1190.91,1348.55,867.02,2654.36,58956.62,35727.07,1013321.5,3602328.37,3276346.79,2485799.66,1088814.07,15540877.74,43532634.54,37838086.23,59653874.55,93933685.86
a_1,1042.34,918.53,1470.89,1630.62,5466.37,442679.9,1498264.83,4309602.76,3349014.62,2891063.87,8151969.15,12605104.6,47267510.12,,67162339.39,85824375.61
h_1,1662.49,2895.17,2212.71,3212.27,5795.45,28889.88,8651913.89,5266631.61,7129882.66,8843259.1,13644722.75,27505850.39,24166887.61,66580274.49,180515888.64,184099963.12
d_0,1599.33,2111.65,712.11,7089.39,7605.09,38168.69,2359191.64,17817197.52,7629298.79,7038844.87,15442809.09,25596222.32,84088554.17,78602172.4,130815591.72,163711782.77
c_0,1829.39,2197.13,2450.28,1462.66,6864.65,30269.01,2540646.67,7454922.02,19183816.52,7896532.43,28381807.78,29919407.22,88455658.18,120742878.59,143381860.94,188611503.72
g_1,1660.2,1889.3,3379.03,3277.74,5621.78,28471.29,1973588.46,6574815.03,7536658.57,32165269.09,11185327.14,33723184.88,69552111.58,85398097.66,63294924.93,162263960.9
b_0,1310.84,2814.39,2403.63,3747.17,1786.56,27739.89,2920106.22,7427242.85,8653172.38,7957641.36,37299967.07,31293784.78,93648990.21,170212733.14,122922597.14,177258650.36
f_0,1397.85,848.89,2673.03,3689.9,8157.34,49329.75,2745467.24,8113092.58,8552225.9,8911447.26,14248668.76,89663339.83,84646562.85,82324689.95,163317306.84,371507507.32
h_0,1615.85,2726.02,2082.06,3512.43,8791.85,40185.1,805804.19,6196912.24,7677977.61,8427853.64,12659129.56,20607631.43,29812872.95,75939546.61,191736791.79,138994445.89
a_0,1685.1,2387.43,3072.13,2913.81,6393.62,,2170363.74,8048696.85,8819210.62,6575083.57,18667706.85,33392929.32,74476755.99,346224658.42,122196676.29,206032313.77
g_0,1297.55,2088.46,3066.3,3213.7,7885.18,37273.55,2196125.78,6433891.42,5932706.24,3224731.03,15578252.3,44887596.21,72546004.07,45693443.21,,207134326.58
e_0,760.73,1958.38,3122.86,3144.28,10283.56,49547.01,4172243.92,7817471.42,5261308.58,7233591.18,13918583.77,18240961.85,61838302.07,81395275.3,134434914.85,659280332.14
