,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.94,0.68,0.39,0.41,0.3,0.24,0.26,0.18,0.25,0.22,0.25,0.1,0.19,0.18,0.14,0.19
e_1,0.41,0.94,0.41,0.49,0.36,0.26,0.28,0.24,0.44,0.23,0.26,0.25,0.25,0.19,0.12,0.17
d_1,0.47,0.41,0.95,0.32,0.4,0.24,0.29,0.27,0.16,0.42,0.26,0.27,0.25,0.21,0.18,0.19
c_1,0.46,0.37,0.45,0.94,0.63,0.23,0.33,0.25,0.23,0.15,0.22,0.22,0.23,0.19,0.18,0.17
b_1,0.51,0.47,0.4,0.36,0.94,0.57,0.28,0.25,0.26,0.26,0.17,0.23,0.2,0.17,0.17,0.17
a_1,0.65,0.5,0.52,0.56,0.28,0.93,0.34,0.27,0.36,0.34,0.32,0.26,0.35,0.17,0.19,0.16
h_1,0.96,0.65,0.73,0.5,0.54,0.43,0.75,0.42,0.45,0.4,0.33,0.32,0.29,0.27,0.23,0.36
g_1,0.71,0.62,0.96,0.62,0.63,0.44,0.43,0.74,0.39,0.43,0.44,0.54,0.4,0.33,0.23,0.24
d_0,0.8,0.62,0.46,1.12,0.59,0.46,0.42,0.44,0.63,0.33,0.43,0.38,0.48,0.33,0.29,0.33
c_0,0.92,0.78,0.67,0.49,0.54,0.44,0.47,0.39,0.49,0.67,0.68,0.39,0.41,0.39,0.26,0.33
b_0,0.89,0.67,0.78,0.82,0.46,0.41,0.57,0.4,0.42,0.45,0.66,0.4,0.44,0.6,0.34,0.35
f_0,0.77,0.65,0.75,0.69,0.73,0.53,0.59,0.38,0.48,0.53,0.48,0.66,0.51,0.33,0.53,0.33
h_0,1.12,0.77,0.83,0.89,0.68,0.4,0.39,0.55,0.44,0.5,0.45,0.38,0.32,0.37,0.38,0.44
a_0,0.8,0.85,0.79,0.87,0.77,0.38,0.64,0.41,0.48,0.5,0.41,0.5,0.45,0.62,0.33,0.39
e_0,1.21,0.64,0.79,0.85,0.6,0.56,0.64,0.57,0.55,0.59,0.52,0.4,0.49,0.41,0.6,0.34
g_0,0.72,0.86,1.23,0.84,0.79,0.68,0.53,0.44,0.46,0.57,0.49,0.66,0.38,0.31,0.36,0.27
