,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,12281.34,2986.69,3269.22,3297.75,4716.43,31556.43,3123478.04,6279769.01,19132582.56,5434589.32,24284494.11,23591217.25,83811282.6,102650924.59,117935853.1,197314362.13
f_1,2558.26,12297.13,6394.83,3917.72,5328.65,36732.81,2194649.9,6041348.35,7414000.35,10681621.26,18093255.69,8115249.27,63561319.8,111934701.68,58423765.61,125867848.95
e_1,2182.48,2942.88,17406.45,5351.35,5858.28,29867.66,2870185.5,5792529.25,9767284.2,26551289.77,22301435.43,23277285.01,70556641.71,86176741.58,48873677.83,161314506.11
c_1,2429.24,2268.29,3015.17,20813.0,12168.71,28808.13,3000174.49,5683386.89,3421894.53,11903531.05,20209348.04,21695626.58,71498102.06,112066859.83,94446809.03,159637603.21
b_1,2433.23,2879.49,3249.66,4294.39,34572.09,67236.97,2249645.36,6517836.24,7046658.5,13347126.1,7226802.56,21430584.87,55860251.69,114681960.35,99490694.72,175475398.15
a_1,3275.31,2970.46,3035.19,4297.07,5975.99,301129.0,2587076.38,7377220.64,10673587.66,10657479.05,16593272.66,20951443.76,23058383.18,122706011.14,83700472.05,137803674.63
h_1,3796.7,4227.6,3673.27,4367.39,7082.61,38103.05,9234630.73,10331232.88,11063800.19,13242115.68,26744666.8,27796390.32,82216933.72,76345988.95,150061748.56,284945120.15
g_1,5124.83,2465.7,4822.25,4427.44,7139.8,34844.12,3107808.42,25614994.4,12061088.4,11612370.34,26332645.98,42267866.67,78342364.82,99119279.67,148959814.45,79445902.17
c_0,3478.62,3672.12,4286.19,2720.86,6555.23,43383.38,3854603.27,8718412.64,24413585.65,18115297.73,49676842.83,28639681.78,119304229.85,125664366.75,127739574.22,211947850.3
d_0,1574.3,2998.8,4168.21,10610.67,6359.95,41692.91,2882145.9,6619131.53,8958037.89,35307522.96,25784618.02,28158182.17,80275974.14,124516904.01,119772080.11,235532568.72
b_0,3035.11,3924.66,3999.45,5540.22,3350.36,33161.88,3831301.79,8575214.88,12458896.98,18599663.98,62836812.72,35260894.12,183227769.21,148837934.39,161872739.54,285273776.58
f_0,4124.36,1843.0,3964.62,5293.6,8028.67,41515.31,3662295.1,8148310.89,12673140.16,15834594.78,27061783.16,61722419.42,94204076.91,137065766.49,224370368.0,222421190.91
a_0,3150.93,3746.15,4183.51,5232.43,8134.14,22468.38,3513174.74,7784297.0,11392396.6,16540054.45,22844701.97,29682177.78,253031240.41,166471138.02,117429418.94,237211346.83
h_0,3590.78,5096.37,4622.53,4275.9,7110.9,33367.08,1721710.81,11082727.93,13896603.51,17764396.08,23593955.9,22134108.47,99872288.32,68996070.01,119934765.86,243656960.5
e_0,3583.65,4007.51,2441.12,4928.22,6880.36,45401.22,4468177.27,9051508.14,12480882.8,14955652.77,24068237.81,30204099.22,131958734.1,142125850.84,343683292.83,253760975.68
g_0,4914.79,2686.24,3549.12,5596.99,6419.24,42358.42,3664836.38,4338788.49,13662775.46,15145576.79,22316992.76,41763927.87,85864699.61,114068416.93,140348677.64,162317661.13
