,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.79,0.96,1.01,0.83,0.68,0.52,0.48,0.39,0.58,0.42,0.44,0.37,0.36,0.33,0.33
f_1,1.26,1.0,0.91,0.96,0.84,0.64,0.41,0.44,0.37,0.4,0.37,0.32,0.32,0.26,0.21,0.28
d_1,1.04,1.08,1.0,0.78,0.84,0.77,0.53,0.42,0.56,0.41,0.44,0.38,0.32,0.33,0.35,0.27
c_1,0.98,1.05,1.3,1.0,1.41,0.72,0.55,0.46,0.32,0.32,0.42,0.38,0.35,0.35,0.34,0.34
b_1,1.19,1.18,1.18,0.71,1.0,1.27,0.68,0.59,0.48,0.48,0.37,0.44,0.34,0.41,0.4,0.34
a_1,1.47,1.53,1.32,1.39,0.81,1.0,0.79,0.73,0.76,0.65,0.64,0.57,0.58,0.58,0.4,0.52
h_1,1.85,2.43,1.92,1.84,1.4,1.32,1.0,1.16,0.85,0.83,0.7,0.69,0.69,0.59,0.6,0.6
g_1,2.1,2.15,2.52,2.22,1.7,1.39,0.88,1.0,0.89,0.9,0.76,0.99,0.65,0.67,0.84,0.59
c_0,2.42,2.84,1.81,2.92,2.04,1.27,1.17,1.14,1.0,1.2,1.36,0.96,0.8,0.83,0.84,0.68
d_0,1.74,2.31,2.34,3.28,2.1,1.49,1.2,1.14,0.88,1.0,1.07,0.94,0.84,0.86,0.79,0.83
b_0,2.28,2.74,2.48,2.52,2.35,1.38,1.48,1.28,0.76,0.9,1.0,0.81,1.3,0.96,0.82,0.74
f_0,2.16,3.06,2.68,2.53,2.3,1.76,1.36,1.05,1.06,1.1,1.22,1.0,0.98,1.1,1.64,0.69
a_0,2.75,3.16,2.89,2.77,3.11,1.89,1.54,1.52,1.22,1.19,0.75,1.06,1.0,0.98,0.95,0.67
h_0,2.71,3.91,3.08,2.98,2.49,1.64,1.73,1.51,1.22,1.17,1.01,0.9,0.96,1.0,0.95,0.97
e_0,2.73,4.79,2.79,2.89,2.65,2.74,1.75,1.18,1.27,1.36,1.18,0.68,1.04,1.04,1.0,1.1
g_0,3.14,3.32,3.88,2.92,3.11,2.0,1.63,1.69,1.43,1.15,1.32,1.48,1.41,1.06,0.85,1.0
