,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.07,2.23,3.55,3.57,3.26,2.91,1.53,1.52,0.96,1.17,1.08,0.96,1.01,0.78,1.99,0.87
f_1,3.66,1.07,3.28,3.74,3.06,3.31,1.08,1.36,0.95,0.82,0.83,1.87,0.95,0.56,0.91,0.74
d_1,4.02,3.6,1.07,3.01,3.32,2.93,1.36,0.9,1.15,2.95,1.06,1.0,0.87,0.78,0.75,0.57
c_1,3.14,3.92,4.08,1.07,4.34,2.92,1.22,0.98,1.53,0.66,0.99,1.0,0.74,0.78,1.26,0.69
b_1,4.53,4.03,3.68,2.22,1.07,3.77,1.45,1.42,1.3,1.17,3.33,1.03,1.15,1.0,0.86,0.84
a_1,5.5,4.93,5.38,5.37,3.25,1.07,2.21,2.62,1.67,1.5,1.78,1.5,2.23,1.22,1.06,1.16
h_1,5.99,7.58,6.45,7.45,7.12,5.24,1.37,2.39,2.13,2.03,2.22,1.9,1.67,2.36,1.82,1.84
g_1,7.28,9.8,9.36,10.55,8.88,5.95,3.12,1.38,2.39,2.85,2.51,2.7,2.47,1.49,1.98,2.27
c_0,9.63,9.38,5.38,22.93,8.64,8.49,3.47,3.7,1.62,3.35,2.64,2.72,2.64,1.81,1.88,2.1
d_0,5.69,9.6,15.85,11.02,9.48,7.99,3.67,3.56,2.97,1.64,2.88,2.77,2.07,1.79,2.0,2.11
b_0,8.32,11.32,8.03,13.29,10.75,7.5,3.16,3.53,1.71,2.96,1.59,2.48,3.02,2.23,2.05,2.13
f_0,10.96,17.17,9.48,9.35,10.3,7.89,4.13,2.42,2.71,2.89,2.77,1.59,2.85,2.38,3.3,1.43
a_0,11.72,10.8,13.77,15.44,12.87,21.55,5.24,4.47,2.83,4.97,1.94,4.06,1.63,2.5,2.62,3.93
h_0,10.94,15.46,12.97,14.62,10.84,10.18,7.04,4.9,3.48,4.65,3.12,3.79,3.58,5.24,2.64,2.9
e_0,19.78,16.79,14.65,11.97,11.76,12.12,5.53,4.91,4.35,4.87,4.44,2.18,4.07,4.06,1.71,2.31
g_0,13.22,16.09,14.16,16.03,13.99,11.88,4.25,9.02,3.73,4.56,3.63,4.23,2.97,2.57,3.26,4.64
