,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.81,1.12,1.66,1.97,4.8,19.4,40.56,31.99,33.87,45.78,63.23,76.35,99.78,120.04,121.06
f_1,1.23,1.0,0.92,1.28,1.75,4.13,15.36,26.66,25.18,33.08,29.2,46.4,58.88,80.51,96.12,93.6
d_1,0.9,1.09,1.0,1.18,2.04,3.83,17.03,31.27,34.12,26.33,36.83,48.72,75.87,88.92,84.52,116.79
c_1,0.6,0.78,0.84,1.0,1.81,3.74,13.82,15.4,15.52,20.12,22.38,40.37,51.55,71.31,78.55,107.9
b_1,0.51,0.57,0.48,0.56,1.0,2.78,9.33,13.78,13.56,14.58,16.92,26.1,36.81,47.03,43.74,58.72
a_1,0.21,0.24,0.26,0.27,0.37,1.0,4.93,5.94,6.45,7.86,10.92,11.05,18.7,23.36,21.87,25.81
h_1,0.05,0.06,0.06,0.08,0.11,0.2,1.0,1.39,1.45,2.03,1.96,2.61,3.95,5.09,6.28,6.71
d_0,0.02,0.04,0.03,0.07,0.07,0.17,0.72,1.0,0.95,1.25,1.4,2.03,3.14,3.18,3.5,4.91
c_0,0.03,0.04,0.03,0.06,0.06,0.14,0.66,1.03,1.0,1.13,1.77,1.91,2.8,3.8,3.83,5.39
g_1,0.03,0.03,0.04,0.05,0.07,0.13,0.49,0.77,0.92,1.0,1.21,1.77,2.15,3.09,3.31,4.15
b_0,0.02,0.03,0.03,0.04,0.06,0.1,0.52,0.78,0.56,0.85,1.0,1.53,2.1,3.22,2.67,3.42
f_0,0.02,0.02,0.02,0.03,0.04,0.09,0.4,0.51,0.53,0.56,0.65,1.0,1.52,1.69,1.51,3.66
h_0,0.01,0.02,0.01,0.02,0.03,0.05,0.26,0.34,0.36,0.48,0.47,0.62,1.0,1.26,1.53,1.79
a_0,0.01,0.01,0.01,0.01,0.02,0.05,0.19,0.3,0.28,0.3,0.33,0.64,0.83,1.0,1.34,1.71
g_0,0.01,0.01,0.01,0.01,0.02,0.04,0.16,0.28,0.25,0.29,0.37,0.64,0.65,0.71,1.0,1.27
e_0,0.01,0.01,0.01,0.01,0.02,0.04,0.15,0.21,0.17,0.25,0.28,0.28,0.55,0.6,0.75,1.0
