,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,2.18,3.4,3.76,3.41,2.68,1.16,1.49,1.04,0.83,0.9,0.96,0.86,0.77,1.52,0.79
f_1,3.49,1.07,3.01,3.48,3.38,2.87,0.98,1.25,1.08,1.02,0.97,1.65,0.5,0.98,0.76,0.72
d_1,4.52,3.69,1.07,2.83,3.07,3.05,1.33,0.87,2.21,1.1,0.95,0.85,1.03,0.86,0.88,0.53
c_1,3.2,3.95,4.18,1.07,4.44,2.22,1.3,1.16,0.6,1.79,1.05,0.92,0.79,0.8,0.82,0.79
b_1,4.03,4.0,3.55,2.27,1.07,5.04,1.25,1.56,1.83,1.45,3.37,1.22,0.99,1.11,0.97,0.88
a_1,5.37,5.85,5.05,6.73,2.62,1.07,2.5,2.1,1.57,1.43,1.94,1.61,1.06,2.98,1.34,1.06
h_1,8.6,8.62,7.69,7.24,8.18,5.68,1.39,4.01,2.05,2.17,2.27,2.49,3.41,2.44,1.95,1.79
g_1,7.48,9.09,9.51,8.83,6.89,7.56,2.48,1.37,2.54,2.83,2.05,2.67,1.63,2.22,2.67,2.51
d_0,5.41,8.69,17.44,12.65,7.64,7.65,3.71,3.91,1.67,2.48,2.4,2.79,2.52,2.42,2.24,2.13
c_0,10.67,8.53,5.7,29.9,7.98,9.0,3.79,3.28,3.11,1.64,3.15,2.93,2.55,2.67,2.42,2.31
b_0,8.61,10.17,8.89,11.87,21.42,9.01,3.32,4.43,2.87,1.99,1.62,2.72,2.15,2.97,1.87,1.9
f_0,9.3,28.37,10.7,9.81,8.63,7.58,4.27,2.33,3.04,2.51,2.89,1.64,2.1,2.24,3.85,1.53
h_0,9.53,15.23,9.69,13.07,11.48,10.29,7.4,4.82,3.06,2.95,3.18,3.08,3.76,2.85,2.92,2.5
a_0,13.95,11.67,12.72,12.62,14.81,20.02,4.34,4.59,4.03,3.25,2.07,3.67,2.7,1.67,2.78,2.4
e_0,22.27,17.8,11.59,14.45,14.27,12.04,4.48,3.92,4.07,3.2,4.16,1.69,3.34,3.77,1.65,2.86
g_0,13.91,16.81,16.6,14.03,15.07,14.8,4.81,7.96,3.8,3.48,3.75,4.4,3.04,3.53,3.38,5.16
