,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,0.89,1.14,1.43,1.38,1.25,0.67,0.66,0.64,0.49,0.45,0.55,0.41,0.43,0.62,0.34
f_1,1.45,0.66,1.15,1.32,1.33,0.99,0.45,0.57,0.5,0.4,0.46,0.56,0.29,0.42,0.35,0.44
d_1,1.7,1.57,0.64,1.19,1.11,1.11,0.6,0.4,0.78,0.55,0.49,0.41,0.44,0.43,0.48,0.28
c_1,1.13,1.35,1.83,0.64,1.38,1.19,0.61,0.59,0.31,0.54,0.47,0.53,0.4,0.5,0.49,0.38
b_1,1.3,1.4,1.71,0.91,0.62,1.7,0.67,0.83,0.48,0.6,0.68,0.54,0.39,0.51,0.47,0.43
a_1,1.51,2.13,1.78,2.01,0.96,0.56,0.76,0.82,0.64,0.71,0.75,0.62,0.65,0.75,0.5,0.53
h_1,1.82,2.42,1.83,1.89,2.03,1.63,0.57,0.95,0.65,0.63,0.68,0.72,0.74,0.72,0.56,0.6
g_1,2.25,2.51,2.29,2.3,1.8,1.9,0.76,0.54,0.74,0.75,0.72,0.82,0.5,0.67,0.83,0.67
d_0,1.38,2.19,2.9,2.65,2.25,1.97,1.25,1.09,0.62,0.77,0.85,0.84,0.6,1.02,0.71,0.69
c_0,2.33,2.43,1.33,4.4,2.27,1.93,1.11,0.95,1.04,0.61,1.0,0.86,0.66,0.8,0.74,0.7
b_0,2.48,2.34,1.91,2.75,3.02,1.99,1.06,1.05,0.9,0.5,0.59,0.74,0.73,1.01,0.66,0.7
f_0,2.39,3.45,2.22,2.18,2.31,1.75,1.1,0.7,0.84,0.87,1.04,0.58,0.71,0.97,0.98,0.53
h_0,2.47,2.76,2.43,2.79,2.61,1.96,1.42,1.23,0.97,0.86,0.83,0.83,0.98,0.8,0.69,0.84
a_0,2.92,2.94,2.25,2.66,2.99,3.48,1.21,1.35,0.96,0.83,0.52,0.9,0.93,0.55,0.83,0.66
e_0,3.32,4.48,2.45,2.3,2.56,2.72,1.31,1.0,1.05,0.92,1.04,0.56,0.83,0.74,0.56,0.72
g_0,2.86,2.64,3.15,2.99,2.73,2.06,1.06,1.4,1.03,1.0,0.97,0.98,0.59,0.94,0.9,0.94
