,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.04,1.1,1.59,1.59,1.53,1.21,0.56,0.61,0.51,0.44,0.54,0.42,0.35,0.41,0.44,0.34
f_1,1.68,1.04,1.38,1.51,1.29,1.26,0.47,0.57,0.44,0.4,0.47,0.4,0.27,0.35,0.34,0.35
d_1,1.66,1.85,1.04,1.56,1.42,1.17,0.55,0.4,0.57,0.5,0.43,0.49,0.32,0.39,0.38,0.24
c_1,1.46,1.68,1.94,1.05,1.79,1.2,0.61,0.63,0.33,0.51,0.46,0.42,0.41,0.39,0.41,0.36
b_1,1.81,2.23,2.09,1.21,1.05,1.92,0.82,0.71,0.55,0.74,0.54,0.64,0.45,0.46,0.48,0.43
a_1,2.41,2.65,2.59,2.57,1.45,1.07,1.01,0.89,0.85,0.81,0.74,0.87,0.63,0.67,0.81,0.54
h_1,4.54,4.96,4.56,4.32,3.82,3.31,1.24,1.86,1.36,1.22,1.31,1.23,1.18,1.09,1.04,0.98
g_1,5.05,5.26,5.55,4.62,4.39,3.91,1.39,1.25,1.54,1.63,1.43,1.38,0.94,1.2,1.16,1.11
d_0,3.78,5.24,6.88,5.84,4.92,3.98,2.04,2.14,1.36,1.46,1.47,1.5,1.41,1.36,1.34,1.16
c_0,5.79,5.91,4.0,7.02,4.88,4.34,2.28,1.9,2.43,1.33,1.78,1.83,1.23,1.43,1.33,1.14
f_0,5.69,7.13,5.68,5.85,5.64,4.59,2.19,1.66,1.91,1.59,1.34,1.94,1.36,1.57,1.77,0.93
b_0,5.93,6.52,5.23,8.18,6.24,4.88,2.08,2.22,1.98,1.27,1.66,1.35,1.44,1.71,1.33,1.18
h_0,6.84,7.86,7.34,6.86,6.84,5.71,2.72,2.71,2.04,2.15,2.02,1.96,1.76,1.72,1.53,1.53
a_0,7.81,8.39,7.26,8.0,8.09,8.37,2.97,2.63,2.41,2.12,2.25,1.45,1.81,1.47,1.97,1.62
e_0,8.45,10.1,7.59,7.88,7.43,5.81,2.89,2.52,2.51,2.29,1.43,2.49,2.02,2.21,1.47,1.42
g_0,8.54,8.55,8.74,8.73,8.5,6.94,2.7,3.04,2.86,2.51,2.8,2.34,1.72,2.17,2.26,1.94
