,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,0.84,0.86,0.89,0.62,0.39,0.43,0.37,0.37,0.42,0.32,0.3,0.26,0.25,0.29
e_1,0.8,1.0,0.94,1.1,0.92,0.75,0.52,0.5,0.61,0.4,0.37,0.44,0.35,0.35,0.32,0.32
d_1,1.2,1.05,1.0,0.94,0.89,0.65,0.52,0.35,0.47,0.57,0.44,0.38,0.37,0.37,0.36,0.28
c_1,1.16,0.92,1.06,1.0,1.2,0.68,0.53,0.48,0.33,0.34,0.36,0.33,0.39,0.36,0.31,0.28
b_1,1.13,1.1,1.14,0.83,1.0,1.28,0.56,0.43,0.49,0.5,0.53,0.46,0.42,0.31,0.34,0.36
a_1,1.62,1.32,1.54,1.48,0.77,1.0,0.8,0.73,0.61,0.58,0.62,0.58,0.5,0.47,0.46,0.47
h_1,2.56,1.91,1.98,1.87,1.79,1.26,1.0,1.0,0.83,0.89,0.89,0.74,0.68,0.57,0.62,0.72
g_1,2.29,2.08,2.82,2.09,2.19,1.42,0.98,1.0,0.87,0.86,0.96,1.03,0.63,0.83,0.75,0.64
d_0,2.5,1.6,2.18,3.14,2.09,1.69,1.19,1.1,1.0,0.83,0.89,0.91,0.87,0.72,0.81,0.76
c_0,2.61,2.41,1.8,2.87,2.01,1.65,1.12,1.19,1.2,1.0,1.4,0.95,0.96,0.95,0.7,0.84
b_0,2.38,2.81,2.1,2.66,2.2,1.51,1.12,1.06,1.22,0.72,1.0,0.84,0.84,1.18,0.73,0.68
f_0,2.85,2.33,2.7,3.01,2.23,1.87,1.33,0.99,1.08,1.05,1.1,1.0,0.93,0.97,1.27,0.72
h_0,3.29,2.85,2.74,2.61,2.24,1.94,1.45,1.61,1.14,1.01,1.27,1.07,1.0,0.8,0.83,0.95
a_0,3.7,2.97,2.74,2.92,3.17,2.17,1.88,1.3,1.4,1.1,0.9,1.02,1.23,1.0,0.96,0.96
e_0,3.86,3.0,2.67,2.89,3.4,2.33,1.67,1.4,1.21,1.37,1.37,0.8,1.15,0.94,1.0,0.83
g_0,3.51,3.19,3.54,3.65,2.76,2.15,1.41,1.61,1.33,1.21,1.5,1.4,1.07,1.04,1.17,1.0
