,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,0.88,1.25,0.9,0.69,0.49,0.51,0.57,0.37,0.42,0.43,0.37,0.33,0.35,0.32
f_1,1.25,1.0,0.86,0.95,0.84,0.68,0.39,0.46,0.48,0.41,0.39,0.36,0.3,0.35,0.24,0.32
d_1,1.11,1.18,1.0,0.86,0.87,0.74,0.46,0.39,0.43,0.54,0.41,0.36,0.41,0.34,0.33,0.26
c_1,0.82,1.06,1.17,1.0,1.32,0.71,0.5,0.45,0.31,0.36,0.32,0.37,0.35,0.33,0.29,0.31
b_1,1.16,1.16,1.13,0.77,1.0,1.21,0.48,0.51,0.48,0.52,0.53,0.46,0.41,0.31,0.36,0.36
a_1,1.39,1.43,1.39,1.37,0.84,1.0,0.72,0.63,0.62,0.54,0.67,0.64,0.51,0.48,0.46,0.39
h_1,2.0,2.54,2.12,2.04,2.07,1.5,1.0,1.23,0.89,0.87,0.85,0.83,0.74,0.67,0.64,0.67
g_1,2.05,2.21,2.55,2.25,2.0,1.56,0.8,1.0,0.85,0.89,0.77,1.14,0.69,0.73,0.82,0.69
d_0,1.74,2.03,2.28,3.23,2.03,1.62,1.12,1.14,1.0,0.77,1.02,0.98,0.86,0.82,0.77,0.74
c_0,2.83,2.36,1.8,2.67,1.94,1.77,1.16,1.06,1.28,1.0,1.3,0.99,0.94,0.94,0.86,0.77
b_0,2.45,2.54,2.33,3.1,2.02,1.44,1.16,1.18,1.0,0.79,1.0,1.03,0.91,1.24,0.78,0.82
f_0,2.42,2.77,2.78,2.64,2.19,1.56,1.21,0.91,1.09,0.96,0.95,1.0,0.94,0.92,1.24,0.7
h_0,2.67,3.26,2.5,2.84,2.43,1.92,1.41,1.45,1.1,1.08,1.06,1.04,1.0,1.02,0.91,0.93
a_0,3.09,2.89,2.95,2.93,2.98,2.15,1.46,1.33,1.28,1.11,0.85,1.15,0.97,1.0,0.94,0.91
e_0,2.92,4.06,2.91,3.58,2.79,2.2,1.57,1.2,1.33,1.19,1.39,0.84,1.11,1.17,1.0,0.88
g_0,3.15,2.92,3.78,3.17,2.84,2.56,1.46,1.39,1.32,1.28,1.27,1.45,1.08,1.12,1.17,1.0
