,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.88,1.29,1.99,2.18,3.7,20.76,42.14,34.81,42.11,49.68,76.44,110.48,123.92,176.27,157.96
f_1,1.13,1.0,1.27,1.52,1.87,3.46,16.1,29.88,30.14,42.19,39.03,55.86,72.75,116.02,137.54,98.55
d_1,0.77,0.79,1.0,1.07,1.45,3.0,14.48,21.25,33.45,27.72,32.39,43.62,70.01,85.75,80.9,110.68
c_1,0.51,0.66,0.96,1.0,1.88,2.22,11.7,14.16,18.68,24.54,21.37,33.6,55.76,73.78,80.77,87.03
b_1,0.45,0.53,0.69,0.53,1.0,2.9,8.93,14.59,18.57,20.94,20.63,24.16,47.65,44.01,60.61,61.7
a_1,0.27,0.29,0.33,0.44,0.35,1.0,5.07,7.93,7.65,12.24,12.23,13.82,23.09,28.23,36.17,31.31
h_1,0.05,0.06,0.07,0.08,0.12,0.2,1.0,1.65,1.5,2.44,2.24,2.95,5.19,5.29,8.36,6.98
d_0,0.02,0.03,0.04,0.07,0.07,0.12,0.61,1.0,0.95,1.34,1.45,2.03,2.98,3.53,4.45,4.67
c_0,0.03,0.03,0.03,0.05,0.05,0.12,0.67,1.06,1.0,1.14,1.69,1.84,3.05,3.98,3.86,3.93
g_1,0.02,0.02,0.04,0.04,0.05,0.09,0.4,0.78,0.89,1.0,1.04,1.8,1.93,2.9,2.97,3.59
b_0,0.02,0.03,0.03,0.04,0.05,0.08,0.48,0.68,0.6,0.99,1.0,1.33,2.16,3.75,3.01,3.53
f_0,0.01,0.02,0.02,0.03,0.04,0.07,0.34,0.52,0.57,0.57,0.71,1.0,1.76,2.02,1.68,3.24
h_0,0.01,0.01,0.01,0.02,0.02,0.04,0.2,0.34,0.34,0.5,0.5,0.56,1.01,1.18,1.6,1.39
a_0,0.01,0.01,0.01,0.01,0.02,0.03,0.19,0.28,0.26,0.34,0.27,0.49,0.83,1.0,1.05,1.17
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.12,0.22,0.26,0.35,0.35,0.56,0.64,0.96,1.01,1.35
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.14,0.22,0.24,0.28,0.29,0.32,0.71,0.85,0.74,1.0
