,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.4,1.09,1.41,1.07,1.05,1.0,2.33,3.87,2.02,2.3,2.63,3.01,3.18,2.65,1.96,3.1
f_1,1.67,2.45,1.05,1.13,1.04,0.9,1.79,2.44,2.17,2.33,2.55,1.61,2.58,2.46,1.9,3.2
c_1,1.01,1.23,2.52,1.19,1.88,0.9,2.07,1.96,1.96,1.05,1.65,2.31,2.89,2.34,2.43,2.86
d_1,1.14,1.15,0.84,2.55,1.21,1.13,2.14,1.79,2.4,4.22,2.9,2.71,3.12,2.86,2.71,2.7
b_1,1.02,1.08,0.98,1.07,2.74,2.2,2.38,2.35,2.25,2.55,1.54,2.36,3.52,2.22,2.7,3.08
a_1,1.13,1.33,1.42,1.15,0.79,3.27,2.43,2.38,1.93,2.24,3.24,2.52,3.03,1.5,2.76,3.26
h_1,1.04,1.74,1.41,1.29,1.15,1.11,4.13,2.08,2.89,2.3,2.55,2.16,2.82,2.57,3.01,4.33
d_0,1.07,1.21,2.15,0.64,1.27,1.34,2.96,3.94,2.43,1.98,2.52,2.68,3.53,2.18,2.92,2.97
g_1,1.24,1.12,1.18,1.83,1.1,1.07,2.2,2.27,4.52,2.72,2.78,3.59,2.86,2.54,2.81,2.57
c_0,1.54,1.34,1.12,1.13,0.98,1.37,2.52,3.09,2.47,4.03,4.41,2.59,3.45,3.17,2.63,3.09
b_0,1.31,1.17,1.64,1.36,0.91,0.91,2.64,2.77,2.24,2.23,4.16,2.83,3.22,4.93,3.17,3.52
f_0,1.08,1.09,1.29,1.22,1.25,1.26,2.87,2.69,2.51,3.22,2.95,4.47,3.63,2.9,5.07,3.19
h_0,1.11,1.79,1.28,1.3,0.99,1.08,1.99,2.53,3.05,2.72,2.83,2.93,2.7,2.75,2.94,4.09
a_0,1.39,1.17,1.34,1.4,1.34,0.56,2.42,3.02,2.42,2.73,2.2,2.55,3.47,4.8,3.14,3.3
e_0,0.81,1.64,1.47,1.2,1.2,1.29,2.91,2.72,2.61,3.06,2.72,2.46,3.94,2.86,4.89,3.46
g_0,1.01,1.27,1.3,1.84,1.14,1.12,2.04,2.37,1.98,2.81,2.96,3.86,3.76,3.22,3.26,2.86
