,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.96,0.88,0.57,0.6,0.51,0.34,0.39,0.42,0.31,0.34,0.34,0.27,0.31,0.28,0.31,0.21
e_1,0.63,0.96,0.52,0.76,0.54,0.38,0.47,0.58,0.36,0.37,0.36,0.37,0.33,0.29,0.32,0.24
d_1,0.67,0.69,0.96,0.53,0.52,0.42,0.45,0.35,0.33,0.57,0.4,0.37,0.38,0.29,0.31,0.28
c_1,0.66,0.59,0.68,0.95,0.79,0.44,0.43,0.31,0.39,0.31,0.26,0.34,0.39,0.27,0.31,0.25
b_1,0.68,0.63,0.65,0.64,0.95,0.73,0.47,0.4,0.38,0.43,0.34,0.33,0.34,0.25,0.36,0.27
a_1,0.86,0.76,0.72,0.72,0.52,0.94,0.58,0.54,0.46,0.51,0.52,0.41,0.44,0.34,0.38,0.32
h_1,1.14,0.9,0.93,0.86,0.76,0.52,0.83,0.53,0.62,0.49,0.48,0.46,0.47,0.38,0.57,0.37
d_0,1.01,0.84,0.86,1.43,0.96,0.54,0.74,0.73,0.55,0.47,0.5,0.52,0.55,0.44,0.54,0.47
g_1,1.05,0.98,1.31,0.85,0.8,0.61,0.63,0.53,0.79,0.6,0.52,0.7,0.5,0.44,0.42,0.41
c_0,1.18,1.09,0.95,0.91,0.7,0.56,0.76,0.71,0.56,0.76,0.87,0.54,0.6,0.6,0.56,0.45
b_0,1.16,1.1,1.09,1.02,0.73,0.5,0.83,0.7,0.61,0.62,0.74,0.58,0.64,0.79,0.56,0.44
f_0,1.08,0.92,1.08,1.02,1.06,0.66,0.82,0.7,0.6,0.65,0.62,0.71,0.62,0.49,0.47,0.74
h_0,1.35,1.1,1.1,1.04,1.0,0.65,0.67,0.61,0.79,0.6,0.59,0.58,0.59,0.48,0.62,0.43
a_0,1.25,1.08,1.14,1.22,1.06,0.63,0.92,0.73,0.65,0.63,0.54,0.58,0.66,0.68,0.58,0.44
g_0,1.08,1.12,1.38,1.15,1.0,0.78,0.73,0.65,0.63,0.68,0.64,0.78,0.64,0.5,0.51,0.54
e_0,1.35,1.01,1.23,1.07,1.02,0.74,0.89,0.63,0.74,0.67,0.7,0.55,0.74,0.58,0.57,0.7
