,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.91,0.37,0.26,0.37,0.25,0.13,0.28,0.21,0.49,0.28,0.29,0.21,0.29,0.23,0.11,0.21
f_1,0.56,0.9,0.3,0.28,0.23,0.16,0.26,0.23,0.28,0.26,0.24,0.13,0.28,0.16,0.12,0.2
d_1,0.32,0.36,0.91,0.23,0.24,0.19,0.25,0.29,0.17,0.55,0.31,0.25,0.3,0.18,0.21,0.24
c_1,0.28,0.33,0.3,0.9,0.51,0.15,0.23,0.23,0.29,0.15,0.15,0.25,0.31,0.16,0.17,0.21
b_1,0.32,0.37,0.34,0.28,0.89,0.34,0.24,0.21,0.27,0.28,0.18,0.23,0.3,0.15,0.16,0.2
a_1,0.36,0.38,0.35,0.27,0.19,0.88,0.29,0.26,0.29,0.31,0.29,0.27,0.34,0.13,0.21,0.21
h_1,0.36,0.5,0.38,0.3,0.27,0.17,0.6,0.32,0.27,0.3,0.26,0.26,0.23,0.17,0.16,0.31
g_1,0.29,0.32,0.53,0.33,0.27,0.17,0.27,0.6,0.27,0.34,0.35,0.39,0.29,0.21,0.22,0.24
d_0,0.35,0.39,0.21,0.61,0.32,0.14,0.32,0.27,0.51,0.17,0.23,0.28,0.33,0.21,0.19,0.25
c_0,0.39,0.43,0.37,0.29,0.2,0.16,0.3,0.3,0.34,0.52,0.55,0.3,0.36,0.29,0.21,0.29
b_0,0.39,0.42,0.35,0.35,0.21,0.14,0.33,0.3,0.33,0.3,0.5,0.28,0.35,0.45,0.2,0.27
f_0,0.31,0.3,0.39,0.41,0.33,0.17,0.25,0.28,0.36,0.31,0.3,0.53,0.39,0.21,0.46,0.25
h_0,0.34,0.49,0.39,0.35,0.27,0.17,0.22,0.34,0.29,0.31,0.27,0.26,0.26,0.22,0.19,0.36
a_0,0.35,0.47,0.35,0.37,0.28,0.1,0.33,0.27,0.3,0.32,0.3,0.25,0.37,0.48,0.19,0.24
e_0,0.27,0.32,0.4,0.37,0.34,0.19,0.29,0.28,0.34,0.35,0.32,0.29,0.39,0.19,0.45,0.3
g_0,0.3,0.31,0.55,0.33,0.3,0.17,0.29,0.24,0.25,0.33,0.22,0.43,0.32,0.19,0.25,0.21
