,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.44,1.22,0.96,1.54,1.28,1.16,2.8,2.53,4.46,2.57,2.89,2.89,3.55,2.71,2.0,3.37
f_1,1.89,2.47,1.17,1.25,0.97,1.07,1.98,2.16,2.28,2.68,1.55,2.64,3.01,2.58,2.18,2.81
d_1,1.31,1.32,2.57,1.1,1.21,1.19,2.31,2.28,1.57,4.27,2.59,2.99,3.56,2.98,2.61,2.78
c_1,1.0,1.16,1.33,2.61,2.01,1.11,2.43,1.96,2.32,1.51,2.59,2.15,3.28,2.68,2.69,3.62
b_1,1.13,1.23,1.34,0.93,2.63,2.05,2.16,2.4,2.66,2.82,3.13,1.82,3.42,2.25,3.08,3.58
a_1,1.2,1.33,1.39,1.24,0.99,3.18,2.62,2.66,2.61,2.87,2.78,3.14,3.62,1.75,3.55,3.29
h_1,1.18,1.77,1.45,1.36,1.27,1.23,4.03,3.15,2.96,2.73,2.61,3.19,2.75,2.75,3.09,4.97
g_1,1.21,1.21,1.8,1.51,1.42,1.18,2.51,4.41,2.46,2.99,4.11,2.62,2.93,2.81,2.95,2.83
d_0,1.18,1.49,1.2,2.29,1.2,1.35,2.58,2.76,4.05,2.4,3.12,2.84,3.52,3.04,3.08,3.84
c_0,1.55,1.46,1.29,1.11,1.18,1.35,2.94,2.48,3.04,4.07,3.1,5.13,3.66,3.75,2.71,3.81
f_0,1.02,1.23,1.43,1.54,1.53,1.5,3.02,2.58,3.01,2.33,4.54,2.79,4.01,2.96,5.99,4.07
b_0,1.29,1.46,1.29,1.69,1.23,0.95,2.3,2.97,3.27,2.72,3.31,4.54,3.96,5.75,3.26,3.71
h_0,1.26,1.65,1.44,1.38,1.31,1.23,2.08,3.58,3.14,2.85,3.03,3.03,2.86,3.39,2.83,4.63
a_0,1.44,1.37,1.29,1.51,1.61,0.68,3.01,3.21,2.77,2.75,3.53,2.39,3.42,5.12,3.3,4.75
e_0,1.06,1.59,1.69,1.34,1.24,1.32,2.98,2.76,2.85,3.44,2.37,3.11,4.35,2.93,5.1,3.72
g_0,1.05,1.35,2.12,1.32,1.23,1.42,2.19,2.38,2.41,2.91,4.24,3.08,3.28,2.42,3.93,3.21
