,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.32,1.41,0.73,0.79,0.63,0.59,1.55,1.25,1.76,1.49,1.47,0.87,2.11,1.39,1.01,1.81
e_1,0.94,2.37,0.76,1.02,0.63,0.58,1.62,1.43,3.02,1.74,1.79,1.69,2.01,1.42,1.09,1.81
d_1,0.9,0.83,2.41,0.63,0.7,0.65,1.71,1.33,1.02,3.21,1.92,1.75,2.35,1.48,1.69,2.24
c_1,0.78,0.73,0.82,2.54,1.51,0.69,1.3,1.23,1.55,1.13,1.25,1.56,1.98,1.21,1.34,1.79
b_1,0.85,0.72,0.77,0.85,2.67,1.3,1.44,1.19,1.64,1.83,1.11,1.58,2.05,1.05,1.52,1.83
a_1,0.95,0.89,0.97,0.78,0.72,3.05,1.7,1.67,1.65,1.69,1.59,1.54,2.22,1.12,1.37,2.14
h_1,1.35,0.86,0.94,0.88,0.73,0.57,3.24,1.86,1.78,1.79,2.0,1.79,1.76,1.52,1.8,3.05
g_1,0.71,0.89,1.37,0.85,0.8,0.62,1.71,3.55,1.72,1.95,2.0,2.71,1.76,1.67,1.78,2.09
d_0,0.92,0.89,0.63,1.71,0.91,0.7,1.53,1.46,3.01,1.18,1.49,1.68,2.3,1.34,1.73,1.96
c_0,0.99,0.95,1.02,0.75,0.63,0.61,1.9,1.73,1.89,2.89,3.4,1.91,2.77,2.02,1.94,2.65
b_0,1.06,0.89,1.03,0.91,0.71,0.6,1.95,1.72,1.96,2.06,3.25,1.99,2.43,3.26,1.85,2.36
f_0,0.77,0.74,1.01,0.95,0.82,0.86,1.69,1.51,1.93,2.4,1.82,3.27,2.66,1.64,3.48,2.56
h_0,1.22,0.86,1.08,0.9,0.76,0.7,1.37,1.81,1.62,2.07,1.79,1.66,1.83,1.79,1.44,3.12
a_0,0.9,0.86,1.05,0.96,1.05,0.4,1.99,1.85,1.9,2.21,1.94,2.28,2.54,3.47,1.97,2.22
e_0,0.89,0.63,1.04,1.07,0.93,0.71,1.82,1.67,1.75,2.16,2.18,1.86,3.04,1.65,3.3,2.58
g_0,0.85,0.82,1.47,0.87,0.82,0.71,1.67,1.06,1.51,2.12,1.77,2.37,2.52,1.76,1.84,1.52
