,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,1.22,0.92,1.06,0.93,1.06,1.33,0.96,1.11,1.0,1.17,1.08,1.03,1.07,1.1
f_1,1.24,1.0,1.0,0.95,0.87,0.85,0.84,1.05,0.93,1.05,1.02,0.95,0.89,0.96,0.87,1.04
c_1,0.83,1.0,1.0,1.11,1.32,0.97,1.09,0.77,0.91,1.02,0.76,0.96,1.02,0.97,1.0,1.03
d_1,1.06,1.06,0.89,1.0,0.96,1.0,0.96,0.99,1.16,0.83,1.15,1.02,0.96,1.1,0.98,0.86
b_1,0.95,1.12,0.77,1.03,1.0,1.42,1.08,0.9,1.12,1.02,0.95,0.91,1.0,0.89,1.05,0.97
a_1,1.04,1.16,1.03,1.01,0.72,1.0,1.1,1.04,1.05,1.07,1.16,0.95,1.12,0.98,0.93,1.03
h_1,0.95,1.16,0.94,1.02,0.92,0.93,1.0,0.95,0.94,1.23,0.97,0.94,0.93,0.92,1.03,1.1
d_0,0.76,0.95,1.29,1.0,1.15,0.99,1.08,1.0,0.86,1.0,1.01,0.98,1.07,0.98,1.09,1.08
c_0,1.08,1.07,1.08,0.89,0.88,0.95,1.01,1.14,1.0,0.96,1.31,0.97,1.02,1.06,1.04,1.01
g_1,0.93,0.94,0.97,1.19,0.97,0.95,0.83,0.95,1.02,1.0,0.99,1.19,0.94,0.96,1.08,1.03
b_0,1.01,0.97,1.27,0.92,1.06,0.86,1.03,1.02,0.76,1.0,1.0,1.05,1.04,1.26,0.92,1.14
f_0,0.85,1.04,1.04,0.99,1.12,1.07,1.08,0.98,0.96,0.84,0.92,1.0,1.07,0.9,1.3,0.86
h_0,0.95,1.12,0.97,1.06,0.97,0.88,1.09,0.91,0.97,1.07,0.94,0.92,1.0,0.95,0.96,1.04
a_0,0.97,1.03,1.04,0.93,1.1,0.99,1.03,1.01,0.94,1.07,0.77,1.09,1.01,1.0,0.92,1.01
e_0,0.94,1.11,0.99,1.05,0.95,0.94,0.97,0.93,0.95,0.97,1.05,0.75,1.02,1.12,1.0,0.88
g_0,0.93,0.94,0.97,1.13,1.05,0.93,0.95,0.91,0.97,0.95,0.9,1.18,0.92,0.95,1.08,1.0
