,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.66,0.91,1.01,0.96,0.93,0.77,0.89,0.63,0.64,0.67,0.68,0.57,0.47,0.5,
f_1,1.51,1.0,1.12,0.96,0.99,0.62,0.62,0.59,0.63,0.56,0.65,,0.6,0.68,0.55,0.45
d_1,1.09,0.89,1.0,0.94,0.92,,0.74,,0.66,1.05,0.66,0.69,0.53,0.57,0.45,0.49
c_1,0.99,1.05,1.06,1.0,1.57,0.68,0.85,0.54,0.66,,0.74,0.59,0.64,0.58,0.63,0.38
b_1,1.05,1.01,1.09,0.64,1.0,1.45,0.77,0.79,0.65,0.92,,0.81,0.49,0.59,0.52,0.8
a_1,1.07,1.62,,1.47,0.69,1.0,0.65,0.79,,0.73,0.51,0.64,0.69,,0.79,0.56
h_1,1.3,1.62,1.35,1.18,1.29,1.53,1.0,1.01,1.06,0.89,0.85,0.7,,0.88,1.02,1.11
d_0,1.13,1.69,,1.86,1.26,1.27,0.99,1.0,1.06,1.15,0.85,0.92,1.09,0.75,0.96,0.85
g_1,1.58,1.58,1.51,1.51,1.55,,0.95,0.94,1.0,0.98,1.21,1.16,0.83,0.83,,
c_0,1.57,1.8,0.95,,1.09,1.37,1.13,0.87,1.03,1.0,1.34,0.95,0.9,0.74,1.26,0.96
b_0,1.49,1.54,1.52,1.35,,1.97,1.17,1.18,0.83,0.75,1.0,0.95,1.03,1.21,0.9,0.91
f_0,1.48,,1.46,1.71,1.24,1.57,1.42,1.09,0.86,1.05,1.05,1.0,0.91,1.12,0.61,1.1
h_0,1.77,1.68,1.89,1.57,2.04,1.44,,0.91,1.21,1.11,0.97,1.09,,0.85,1.05,0.93
a_0,2.14,1.48,1.75,1.72,1.71,,1.13,1.34,1.2,1.35,0.83,0.89,1.18,1.0,1.19,
g_0,2.01,1.81,2.24,1.59,1.92,1.26,0.98,1.04,,0.8,1.11,1.63,0.95,0.84,,1.19
e_0,,2.25,2.03,2.6,1.25,1.79,0.9,1.17,,1.04,1.1,0.91,1.08,,0.84,1.0
