,e_1,d_1,f_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,13170.95,4196.22,5398.83,9801.83,9930.76,45714.04,6905260.56,6878864.44,31200919.95,17523568.85,25363943.47,40779409.25,198244462.01,173890494.65,210792441.55,510041366.42
d_1,4557.92,15689.99,6101.74,6272.99,9259.97,46533.27,7011692.68,7866926.61,10132527.39,29739562.56,27377530.52,43428189.36,178483679.41,201360452.58,276932638.34,596339460.91
f_1,7944.1,4698.88,15612.77,7580.26,9070.44,39844.9,5027967.88,6733275.22,16111725.93,17109340.4,22903624.58,28793508.89,226464858.94,166875848.47,212239126.01,597804824.97
c_1,4413.33,5623.02,5925.69,23203.53,17880.79,32960.16,5502727.36,7308573.32,15301346.51,9394336.7,14203385.25,29242946.69,212235913.24,168420323.88,238818364.89,507964917.7
b_1,4406.33,5349.92,5493.13,7390.16,32099.64,87331.5,7455873.63,7720084.21,16316614.53,15449064.61,11581284.47,34657567.73,186968395.9,114620923.44,219272262.9,520834801.05
a_1,4476.25,6427.45,5730.77,7861.5,9624.13,205224.31,6498624.5,9215842.81,15872731.04,18420038.57,26021864.39,45959297.32,218116679.82,112624475.1,266911318.11,571114238.38
h_1,4674.8,6045.92,8466.8,8564.11,9097.56,49534.74,14260260.2,11650316.06,17157411.15,18939959.01,26947650.05,42957639.44,185794954.08,178675906.47,269026065.39,783228157.78
g_1,4387.14,9373.86,5720.71,8036.22,9760.32,41818.34,6509263.21,18525991.0,14412345.83,20710519.87,24699722.2,66194621.74,222565861.44,176031321.2,312001737.29,425685847.36
d_0,4654.44,4612.27,6340.51,15867.69,10751.19,39377.85,7175942.45,8851345.91,28792859.88,14164516.27,24872127.1,42732841.37,234271216.9,171989785.77,306184297.14,570631878.38
c_0,4878.31,6779.39,6534.05,6323.39,8555.6,51775.73,7639431.32,9085146.93,16874663.09,30380654.93,50296144.92,56499469.31,247170333.12,226573370.47,345927611.25,617004871.07
b_0,4273.28,6688.65,6449.98,8971.28,8596.62,46946.04,6988852.86,10032164.83,17720476.57,18065238.47,43851434.04,55312621.64,232974346.91,381340648.59,342968754.62,615513037.36
f_0,4076.59,6906.57,5614.86,9811.9,9545.64,46339.39,8231700.97,10119773.85,19900262.59,18420038.57,24862415.22,82047055.43,270049222.63,194879757.25,687012340.09,616318261.11
h_0,4643.69,7085.18,9027.35,8799.52,10218.57,37046.92,4961986.21,10466049.59,18691974.55,17168302.78,26658895.22,40921224.65,172358411.27,201298103.37,315758062.81,800145020.78
a_0,5187.59,6095.66,6579.07,8984.74,11238.39,31789.33,8286871.45,10454570.45,17116057.22,18562829.57,28500229.85,56818115.91,253999785.63,391087884.94,339450116.42,626873558.54
e_0,3689.36,7691.54,7437.3,9055.51,9529.89,36791.68,7892914.28,8353223.83,19089089.75,20530115.03,28362498.75,45870688.05,294344897.47,211476393.64,675057979.52,706653227.74
g_0,4401.41,8828.91,6067.66,8612.76,9844.61,49529.23,6858658.49,7307962.41,17209297.56,18684020.01,26479659.9,67414459.56,254353686.61,216173998.24,383082910.91,498459147.63
