,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10374.41,3156.57,4532.88,3337.08,5780.94,23193.79,4305636.14,18411296.88,8326903.7,14363559.19,19020388.87,36227845.35,91738939.52,87490869.91,47891567.78,168408412.09
f_1,4060.03,12861.77,3270.1,3686.73,5835.89,21333.27,3776737.94,9826703.74,8867825.35,13640013.41,16711229.47,14034921.84,86733547.32,74845542.52,67740726.36,191083719.09
c_1,2158.08,2988.32,17318.33,3394.12,13415.69,21853.22,4195684.97,9117035.89,7739166.03,3654085.83,10230052.7,26287079.61,86355482.09,75209799.97,94500782.74,176703435.21
d_1,2251.27,2828.99,2295.57,18557.14,7184.3,27940.08,4219647.02,4379297.63,12570251.72,30257031.97,21509544.77,33760356.41,95594152.12,97717321.34,99755900.19,177987915.59
b_1,1909.04,2438.41,3631.92,3431.93,39697.34,63157.41,4532016.62,8984767.36,9006370.2,13042523.66,6235672.22,27855103.53,100944835.99,64895365.95,98719581.5,171182165.93
a_1,2167.26,3116.86,4375.97,3707.21,5476.01,230903.01,4818720.19,9447038.02,7307101.77,13403534.51,20536235.15,30576470.53,86473299.07,24300597.13,107069960.83,186903717.92
h_1,2228.9,5005.5,4948.71,4660.21,7649.01,30423.42,15607367.26,9044143.31,14430173.89,13983736.71,19070491.28,27436661.62,79183303.19,86761900.0,138861809.66,299413579.08
d_0,2808.29,3343.83,8802.17,1519.99,8322.23,36019.71,6377489.42,25527329.86,10514899.87,11489533.28,18296456.2,35122375.31,116567011.94,71777435.39,114879279.63,175384752.86
g_1,2720.8,2886.83,3704.28,8086.08,7026.08,25002.14,5040486.78,9399448.94,40323257.45,18259533.13,21052256.89,55678372.65,99598904.85,85546279.97,118849372.38,129358711.54
c_0,3819.17,3755.81,2529.14,4958.15,5804.55,37718.85,5224859.59,12142310.04,11996100.93,38341420.32,37354052.73,34788969.63,119169154.24,119683189.79,109490862.83,198551849.04
b_0,3203.45,3175.41,5304.33,5345.33,4260.82,23968.09,5937201.75,12074803.85,10414704.45,16791728.15,47090344.11,40575668.13,109800045.71,200300431.45,140960660.83,246276505.56
f_0,2460.35,2240.31,4392.16,4537.53,8414.86,36305.15,6122844.3,12071302.38,14022024.05,22056752.17,23680677.55,95674484.9,130972481.16,98071073.82,255945924.01,249883645.75
h_0,2474.82,5511.06,4471.78,4939.13,6559.88,28392.01,3662025.48,11379079.13,15355009.19,18549366.99,21308050.95,40604220.56,74316511.94,99228244.62,134229879.4,323617695.05
a_0,3413.43,3132.82,4607.23,5555.98,8793.03,8440.91,5113156.64,12554495.96,11197080.71,19283995.38,19408670.53,34393764.04,120822862.0,287519742.16,143448558.84,234671824.19
e_0,1325.29,4311.85,5352.69,4285.26,7880.8,37184.18,7293162.27,12160192.68,12805584.78,20318249.92,21347564.87,40432975.01,145046050.71,110597586.81,350071789.06,251232083.6
g_0,2115.97,3484.99,4475.25,7526.05,7390.1,30688.95,4729382.11,9528306.97,7436428.23,18084341.07,23379646.9,59930260.78,150364378.42,119531653.71,146295553.22,163659866.87
