,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,d_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
f_1,115.34,93.7,65.15,78.32,99.62,212.59,7410.68,14162.13,15256.16,15408.47,20734.1,20115.81,61569.26,83939.77,64612.57,157640.47
e_1,51.24,116.89,73.05,96.48,99.27,268.91,8097.97,13898.41,25133.43,15561.61,20580.63,34414.39,71220.04,109819.48,72273.82,175991.77
d_1,61.56,48.44,151.42,61.75,89.34,202.53,7361.62,20291.77,8190.34,10790.03,19934.37,30250.2,74858.34,99622.03,99590.31,164210.55
c_1,48.45,45.79,70.51,158.35,152.57,194.62,6379.17,7785.65,11015.44,11259.48,12773.22,30144.7,56656.03,74795.83,86033.72,118018.46
b_1,48.59,45.87,70.36,57.64,186.38,371.32,5830.16,11134.5,12554.84,11974.5,10842.47,22089.14,43076.79,94250.19,80433.9,172174.22
a_1,42.45,28.55,55.33,58.04,47.61,402.89,5505.68,8637.74,9618.88,9054.78,12027.7,17775.01,27814.66,70460.15,69421.1,116752.13
h_1,19.65,15.2,20.7,22.76,24.98,56.33,3247.22,3692.9,4217.2,4171.75,5427.85,7795.35,18701.4,22677.69,24702.2,58572.16
c_0,13.29,13.39,18.62,16.84,19.26,57.26,1899.6,4403.87,3376.2,3486.31,7242.66,6751.86,19751.16,23853.39,22061.07,43251.32
d_0,12.48,10.69,14.88,32.17,22.9,53.12,1694.42,2448.8,4614.18,3109.73,3971.63,6997.11,14540.44,22415.26,21040.12,40077.15
g_1,10.7,10.12,25.23,19.94,20.9,51.33,1721.99,2911.79,3084.56,5293.35,4156.04,9715.22,15427.0,22063.46,21746.06,34809.37
b_0,12.04,12.26,16.95,20.01,14.5,48.29,1694.55,2675.7,3308.59,3165.84,5590.23,7014.06,24094.61,21531.31,19688.63,38501.02
f_0,9.2,8.32,14.27,16.12,20.02,46.77,1597.27,2398.66,2544.16,2156.58,2865.88,8161.66,12323.54,18982.66,33045.68,31724.79
a_0,9.3,8.26,12.48,11.56,13.62,31.22,1178.99,1840.32,2341.36,1819.98,2247.47,3670.7,14452.46,16340.36,13646.86,25159.52
h_0,8.88,7.18,10.67,11.21,10.87,34.45,667.66,1760.95,2049.43,2073.05,2666.27,3619.29,7912.89,10460.78,13216.06,27256.02
e_0,8.76,4.84,8.43,11.31,13.34,32.09,1072.44,1860.91,1869.82,1870.59,2777.28,2948.68,8744.28,14569.78,19934.0,24577.08
g_0,5.7,5.66,12.09,9.91,8.5,26.52,765.91,1495.84,1463.58,1102.65,1987.84,4220.9,6740.28,9170.15,11122.31,15564.24
