,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.15,46.46,93.42,91.8,92.73,69.37,19.73,15.16,28.26,19.25,16.36,23.19,12.24,9.02,,10.68
f_1,95.62,1.15,98.91,89.25,73.21,89.19,14.23,17.62,34.21,14.67,14.21,,18.09,7.22,20.17,18.39
d_1,106.25,88.39,1.15,114.75,69.55,104.06,23.46,,15.12,18.12,19.29,15.71,24.47,14.18,12.96,8.28
c_1,88.95,103.54,112.1,1.15,89.74,89.19,23.46,10.35,30.95,,22.5,19.48,17.33,15.27,20.17,11.82
b_1,95.62,113.25,112.1,64.26,1.15,110.18,28.0,25.08,38.24,26.78,,27.06,29.71,17.26,17.29,
a_1,201.32,201.33,186.83,119.0,86.94,1.15,41.33,34.32,,36.24,,40.58,,19.85,21.35,30.09
h_1,93.29,92.92,76.43,110.79,86.94,93.65,2.0,21.03,23.21,16.65,13.17,18.73,14.34,,24.2,15.05
d_0,50.33,106.59,,86.84,86.94,124.87,33.38,2.95,28.26,20.53,14.59,16.23,23.11,10.45,21.35,18.39
g_1,123.39,129.43,134.52,146.05,154.56,,37.74,18.11,2.0,22.81,23.48,27.06,23.11,14.7,27.92,
c_0,119.53,82.36,51.74,,120.96,104.06,27.12,24.15,22.41,2.96,21.6,16.79,23.11,15.27,21.35,15.05
b_0,112.5,116.9,120.11,133.88,,,28.0,17.62,29.55,13.39,3.0,27.06,,18.9,21.35,13.79
f_0,141.67,,129.35,160.65,111.28,117.06,39.45,32.6,23.21,21.24,22.5,3.16,19.81,18.9,25.93,8.28
a_0,212.5,129.43,160.14,146.05,185.47,,37.74,29.64,43.33,38.5,,24.35,2.81,23.35,27.92,
h_0,106.25,97.95,96.09,86.84,99.36,124.87,,20.38,20.97,20.53,24.55,16.23,21.89,,17.29,13.79
e_0,,278.77,120.11,153.0,163.65,124.87,43.4,40.75,38.24,36.24,45.0,15.71,34.67,30.54,3.1,23.64
g_0,100.66,164.73,115.97,84.55,,144.08,33.38,29.64,,22.0,36.0,20.29,,10.45,21.35,
