,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.66,1.38,1.09,1.26,1.34,1.15,0.43,0.47,0.42,0.65,0.41,0.58,0.31,0.43,0.38,0.41
e_1,0.87,0.66,1.39,1.37,1.43,1.37,0.63,0.56,0.45,0.6,0.42,0.54,0.36,0.49,0.69,0.38
d_1,1.41,1.43,0.64,1.48,1.3,1.11,0.52,0.67,0.57,0.38,0.51,0.43,0.37,0.4,0.41,0.26
c_1,1.32,1.19,1.4,0.64,1.6,1.33,0.63,0.31,0.69,0.55,0.43,0.45,0.41,0.4,0.43,0.41
b_1,1.53,1.39,1.42,0.88,0.63,1.48,0.73,0.54,0.6,0.69,0.86,0.48,0.45,0.48,0.41,0.4
a_1,1.81,1.67,1.7,1.73,0.88,0.58,1.02,0.78,0.6,0.82,0.74,0.68,0.51,0.98,0.66,0.53
h_1,2.6,1.89,2.27,1.97,1.75,1.44,0.56,0.69,0.75,0.98,0.81,0.69,0.73,0.68,0.67,0.61
d_0,2.03,1.41,3.17,2.87,2.21,1.65,0.98,0.61,0.73,0.88,0.84,0.79,0.66,0.7,0.82,0.66
c_0,2.3,2.6,1.28,2.73,2.25,1.87,1.01,1.42,0.61,1.01,1.03,0.71,0.62,0.78,0.72,0.65
g_1,2.5,2.27,2.74,2.29,2.08,1.81,0.78,0.9,0.83,0.53,0.84,0.89,0.57,0.69,0.85,0.67
b_0,2.71,2.43,1.96,3.28,2.8,1.89,0.93,0.93,0.52,1.03,0.58,0.77,0.68,0.77,0.79,0.74
f_0,4.35,2.28,2.25,2.77,2.34,1.9,1.11,1.0,0.97,0.74,0.8,0.56,0.72,0.66,1.03,0.46
h_0,2.81,2.61,2.37,2.85,2.34,2.08,1.51,1.01,0.93,1.03,1.0,0.88,1.03,0.84,0.76,0.85
a_0,2.79,2.39,2.67,2.89,3.34,3.02,1.23,1.06,1.04,1.11,0.61,0.96,0.88,0.57,1.05,0.8
e_0,4.47,3.24,2.6,2.64,3.4,2.12,1.16,1.06,0.91,0.93,0.9,0.53,0.94,0.88,0.54,0.72
g_0,3.02,2.79,2.99,3.0,3.05,1.98,0.98,1.09,0.98,1.5,0.97,1.06,0.65,0.88,1.07,0.94
