,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,7612.16,3742.43,3761.16,4659.88,5611.39,27881.79,4004759.29,7316141.95,11863485.16,10491169.59,16053135.97,14016309.89,92392011.22,81224081.05,89741620.83,272138403.1
e_1,1995.24,9033.64,3004.71,5884.58,7227.52,28420.43,4002657.38,5513906.1,11481862.05,24901038.59,19159578.3,39804193.04,108290907.76,111251841.76,83485180.64,349198353.44
d_1,1860.94,1941.1,18945.82,3980.64,6375.49,38366.67,4297790.46,9841714.25,23473575.49,4492872.63,23067951.69,43386850.15,93900452.22,90080584.35,145218259.16,317131952.41
c_1,1826.9,1721.1,3884.7,24876.08,13000.18,32100.09,3289075.84,7652524.49,4165905.75,11631319.97,14979954.33,40325840.88,98907285.98,88053742.71,182338129.16,237151191.58
b_1,1847.81,1788.99,3515.18,5477.57,41414.43,61925.02,3211193.54,8636025.07,11489244.68,10986113.14,8955148.64,35468134.62,101548377.71,68868257.55,149005616.7,249794407.89
a_1,1993.88,1695.32,3903.88,4465.08,7276.09,286212.13,4872893.15,10525917.97,12773421.21,14026505.65,24258323.93,39289487.59,99342553.55,58904750.02,156900228.02,317158404.32
h_1,2906.96,2436.37,4463.76,5798.57,6802.59,34328.6,14357047.26,14565469.83,15027430.23,12753206.15,24729678.14,39062500.0,80964427.89,138444756.22,229051271.9,443448153.41
g_1,1748.28,2012.58,8018.82,4724.41,8784.21,42943.53,3739363.58,36369267.65,18831842.95,8048517.3,27839227.32,88605182.93,112788157.06,124651789.6,257559446.7,264073813.83
c_0,2830.56,2371.81,5607.97,3842.0,5947.93,33886.48,5767294.3,11506264.57,30461539.06,16191374.58,47500341.7,61226489.03,138197902.78,147102610.64,245312518.38,461219141.85
d_0,2543.41,2395.24,2143.09,11872.34,8397.49,29357.62,5584547.45,9378238.83,9001384.05,30559569.45,25177359.72,36851415.09,135724113.52,111039158.49,201341406.6,332077314.27
b_0,2612.68,2530.04,5866.0,5684.36,3945.19,35055.66,5872550.24,11039092.92,15461934.21,14901114.55,55953095.38,52631578.95,133050450.53,226599856.12,252736449.86,387181332.24
f_0,1176.83,2200.43,5058.03,5400.14,9369.83,54594.88,4844293.59,12016512.61,14123882.21,17854488.61,31430084.18,136718750.0,154143814.64,156806285.33,585428103.77,385620117.19
h_0,3411.25,2617.73,5082.8,5379.41,9951.25,39871.2,2012473.72,12201622.7,12764304.05,12783643.4,22424680.08,42511933.17,75048539.83,121974304.86,229212054.77,402115341.59
a_0,2749.45,2315.31,5462.17,6861.19,9345.55,17821.13,4898630.88,9339258.5,15221593.26,15660672.84,26056028.33,38860103.63,143761070.65,356282175.84,175087043.56,411901918.72
e_0,2272.24,1228.28,5905.35,5900.89,8844.67,36718.68,5276289.82,14694367.79,14665506.01,18509077.95,27716639.98,65449852.51,140048067.58,202839114.86,734490283.66,364007190.27
g_0,2059.45,2189.85,7853.25,5899.07,7905.79,35827.89,5030612.57,7373769.1,15300872.4,11717008.15,23986116.87,72265625.0,131022242.45,124864264.25,266777363.74,200225830.08
