,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.88,1.38,1.21,1.53,3.35,18.42,31.78,26.3,30.28,40.26,46.84,77.77,84.15,131.18,132.5
f_1,1.15,1.0,1.14,1.0,1.35,2.81,14.85,24.75,24.32,24.89,34.66,36.04,64.72,62.28,88.57,125.09
c_1,0.71,0.87,1.0,1.18,1.66,3.12,16.53,15.82,21.1,25.09,27.25,34.75,53.36,62.31,89.29,102.91
d_1,0.85,1.0,0.84,1.0,1.15,2.47,13.8,19.8,26.38,20.01,28.61,32.64,62.6,60.54,82.56,81.01
b_1,0.64,0.73,0.61,0.87,1.0,3.0,13.65,15.21,19.56,19.59,25.15,27.99,48.17,56.35,66.45,86.52
a_1,0.29,0.35,0.33,0.41,0.34,1.0,5.64,6.83,8.49,9.4,11.11,12.63,23.95,25.56,34.2,36.36
h_1,0.05,0.07,0.06,0.07,0.07,0.17,1.0,1.18,1.47,1.82,2.02,2.08,3.88,4.38,6.16,7.63
d_0,0.03,0.04,0.06,0.05,0.06,0.14,0.82,1.0,1.02,1.31,1.55,1.67,3.05,3.52,4.96,5.07
c_0,0.04,0.04,0.05,0.04,0.05,0.12,0.66,0.98,1.0,1.09,1.79,1.5,3.24,3.18,4.96,4.59
g_1,0.03,0.04,0.04,0.05,0.05,0.11,0.57,0.78,0.91,1.0,1.22,1.69,2.31,2.49,4.15,4.09
b_0,0.03,0.03,0.04,0.03,0.04,0.09,0.5,0.64,0.58,0.84,1.0,1.04,2.69,2.14,3.41,3.27
f_0,0.02,0.03,0.03,0.03,0.04,0.08,0.46,0.61,0.69,0.59,0.95,1.0,1.91,1.89,3.93,2.46
a_0,0.01,0.02,0.02,0.02,0.02,0.04,0.25,0.34,0.33,0.42,0.38,0.55,1.0,1.13,1.63,1.7
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.23,0.3,0.31,0.41,0.49,0.53,0.85,1.0,1.32,1.82
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.16,0.21,0.21,0.24,0.32,0.26,0.6,0.76,1.0,1.11
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.13,0.19,0.22,0.24,0.31,0.41,0.58,0.56,0.97,1.0
