,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.77,1.21,0.9,0.98,0.84,0.79,0.91,0.58,0.62,0.63,0.71,0.61,0.62,0.57,0.62
f_1,1.3,1.0,0.9,0.88,0.9,0.9,0.55,0.64,0.61,0.65,0.62,0.53,0.52,0.46,0.47,0.58
c_1,0.83,1.11,1.0,1.2,1.15,0.78,0.72,0.47,0.6,0.64,0.55,0.61,0.51,0.61,0.58,0.56
d_1,1.11,1.14,0.82,1.0,0.97,0.81,0.74,0.66,0.82,0.6,0.71,0.66,0.62,0.62,0.58,0.43
b_1,1.01,1.11,0.87,1.02,1.0,1.15,0.75,0.66,0.72,0.65,0.56,0.59,0.56,0.62,0.58,0.61
a_1,1.18,1.11,1.28,1.22,0.87,1.0,0.93,0.87,0.75,0.84,0.75,0.71,0.81,0.75,0.77,0.79
h_1,1.34,1.83,1.38,1.38,1.33,1.03,1.0,0.98,0.89,1.17,0.93,0.88,0.84,0.92,0.77,0.89
d_0,1.07,1.51,2.24,1.64,1.56,1.12,1.0,1.0,0.9,1.18,0.83,0.84,0.84,0.88,0.77,0.86
c_0,1.65,1.67,1.62,1.17,1.35,1.33,1.11,1.1,1.0,1.12,1.28,1.03,0.9,0.89,0.72,0.8
g_1,1.57,1.51,1.59,1.76,1.54,1.19,0.84,0.84,0.93,1.0,0.88,1.16,0.96,0.75,0.89,0.77
b_0,1.53,1.6,1.78,1.41,1.63,1.48,1.1,1.21,0.82,1.11,1.0,0.96,1.34,0.85,0.91,0.93
f_0,1.28,1.84,1.67,1.61,1.67,1.36,1.23,1.13,0.98,0.85,1.07,1.0,1.02,1.13,1.28,0.67
a_0,1.6,1.75,1.98,1.63,1.8,1.37,1.23,1.22,1.08,1.04,0.77,0.97,1.0,1.04,0.99,0.89
h_0,1.65,2.14,1.63,1.68,1.55,1.35,1.08,1.07,1.15,1.33,1.1,0.9,0.95,1.0,0.9,1.09
e_0,1.81,2.14,1.64,1.74,1.78,1.28,1.26,1.24,1.32,1.15,1.19,0.78,1.07,1.1,1.0,1.04
g_0,1.62,1.76,1.7,2.4,1.65,1.33,1.11,1.11,1.28,1.38,1.02,1.42,1.08,0.89,0.96,1.0
