,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.07,10.55,7.62,7.75,8.58,6.6,2.71,4.03,2.71,2.32,2.46,,1.77,2.63,1.93,2.67
e_1,5.87,1.07,10.66,9.36,8.5,7.75,3.37,3.37,3.35,3.1,2.64,2.56,2.04,2.47,2.44,
d_1,9.74,8.64,1.07,7.58,8.58,9.23,3.55,2.77,3.26,,2.98,2.73,2.18,2.47,1.44,1.96
c_1,11.07,9.48,12.98,1.07,9.76,10.28,3.87,2.81,,2.08,2.75,3.3,2.17,,2.45,2.2
b_1,11.34,11.67,10.69,6.86,1.07,11.23,5.21,3.38,3.6,2.9,,2.79,2.25,3.08,2.45,2.74
a_1,16.22,19.1,17.24,16.03,9.57,1.07,5.26,5.03,3.48,3.22,4.8,3.57,4.58,,2.7,
h_1,14.65,14.33,14.63,13.68,11.82,12.73,1.41,5.05,4.38,3.88,4.29,3.68,,3.95,2.93,2.87
g_1,15.54,22.31,13.11,20.39,18.93,15.13,5.67,1.41,4.95,3.92,4.21,5.78,2.6,2.89,,
c_0,14.9,13.36,9.48,,14.31,14.6,4.65,4.42,1.72,5.77,5.19,5.25,2.98,3.21,3.48,2.86
d_0,15.97,9.47,,15.23,17.54,18.37,6.04,5.86,3.48,1.83,4.17,3.75,3.8,4.37,2.85,3.25
b_0,20.16,26.19,14.63,18.72,,13.13,4.6,5.18,3.45,4.68,1.72,3.59,3.22,6.11,3.94,4.24
f_0,,16.33,20.31,13.57,16.36,12.76,7.69,5.02,4.37,5.2,5.91,1.76,3.79,3.76,2.83,4.68
h_0,15.15,15.48,16.25,21.52,14.71,10.55,,7.1,4.71,4.27,6.13,4.66,,4.0,4.08,
a_0,24.29,29.25,23.86,,21.9,,9.1,11.21,7.57,6.73,3.22,6.12,3.89,1.72,4.61,
g_0,23.71,16.27,22.59,15.92,21.05,15.91,5.14,,5.12,6.0,4.62,6.99,3.19,4.95,,
e_0,28.31,,27.73,25.65,20.29,,9.69,,9.76,6.66,6.19,3.66,,,,1.73
