,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,101.98,98.52,76.08,91.76,122.52,399.65,9562.0,23995.34,22382.71,27662.72,35172.49,32556.01,120690.08,144937.99,221739.6,155033.94
e_1,55.18,109.59,72.02,108.1,135.31,445.55,10794.15,36727.65,22865.91,26465.73,37170.03,50081.07,135757.54,135099.76,246787.87,179697.61
d_1,64.8,64.17,126.91,74.28,117.53,398.66,9799.52,18950.05,20451.04,40973.47,35159.31,41150.56,118491.22,137260.07,186346.37,206856.7
c_1,52.76,51.21,75.57,142.71,177.13,390.61,8819.01,15523.77,19520.45,17461.37,23433.7,41683.87,109823.27,125323.45,177924.97,168921.87
b_1,51.56,49.61,61.08,64.11,187.64,701.94,9574.46,18046.92,17202.64,21944.9,22799.74,33971.3,88855.14,84335.27,172019.67,167145.09
a_1,34.88,35.79,43.98,51.8,50.27,547.98,7639.11,11659.06,13602.41,13624.26,21451.65,20644.39,74166.35,72310.74,101296.21,104523.36
h_1,17.75,15.45,20.89,23.41,27.82,85.56,3578.84,4258.04,6561.32,5961.6,8338.6,9345.05,25139.75,28439.39,59819.87,47900.18
d_0,11.21,9.71,10.98,30.04,27.3,95.32,2293.12,5625.57,3844.35,3879.58,6724.6,8565.52,21726.34,22035.09,46958.51,41960.26
g_1,11.28,11.45,19.74,15.5,22.77,75.62,1755.61,3805.26,6546.91,5629.36,7078.85,11352.71,24322.51,27056.76,34079.32,37214.18
c_0,11.74,12.55,13.37,16.04,18.47,89.35,1964.59,4236.91,4009.7,6533.53,11032.67,8569.85,24920.01,31445.67,39436.65,39961.58
b_0,11.03,11.38,14.8,17.41,17.55,62.04,1863.71,3878.77,3560.01,4249.6,7923.52,7101.83,23045.91,40100.6,35863.51,36700.38
f_0,8.9,7.94,14.1,15.72,21.36,68.89,1784.73,3653.76,3351.57,4289.95,6510.12,9380.55,22396.38,26463.17,30986.73,56233.76
h_0,8.9,7.64,10.38,10.29,14.46,47.52,1101.38,2454.76,3227.04,3136.02,4042.33,4650.33,12220.52,17067.63,28239.28,21517.99
a_0,6.48,7.38,9.86,10.83,14.46,41.44,1339.45,2546.09,2553.8,2633.28,3430.07,4662.47,12345.77,21066.43,26533.96,21745.68
g_0,5.43,5.51,10.57,10.34,12.63,43.47,1052.87,2032.43,1916.41,2679.65,3652.27,5919.86,11110.26,13808.67,19163.64,20580.36
e_0,6.59,4.44,7.55,10.26,13.12,46.78,1028.67,2184.87,2268.11,2615.74,3735.55,3778.21,14513.8,13218.0,21673.0,29381.47
