,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,0.96,1.88,1.82,1.97,1.71,0.6,0.31,0.45,0.26,0.28,0.39,0.29,0.3,1.45,0.32
f_1,1.54,0.17,1.41,1.76,2.01,1.58,0.31,0.35,0.49,0.32,0.41,0.94,0.15,0.4,0.31,0.24
c_1,1.37,1.92,0.16,2.88,1.53,1.27,0.39,0.19,0.55,1.32,0.31,0.4,0.24,0.31,0.28,0.19
d_1,1.82,1.57,1.94,0.16,1.71,1.91,0.46,1.8,0.3,0.33,0.3,0.35,0.24,0.27,0.36,0.17
b_1,1.96,1.74,0.82,1.54,0.13,1.9,0.56,0.39,0.58,0.51,1.73,0.3,0.31,0.36,0.41,0.31
a_1,2.22,2.01,2.09,1.78,0.76,0.09,0.46,0.35,0.53,0.27,0.57,0.33,0.29,2.08,0.29,0.31
h_1,0.96,1.09,0.9,0.93,0.89,0.83,0.06,0.15,0.34,0.2,0.17,0.15,0.27,0.23,0.13,0.19
d_0,0.47,0.98,1.0,2.62,1.0,1.02,0.38,0.07,0.31,0.19,0.19,0.18,0.16,0.17,0.2,0.15
g_1,1.0,0.94,1.08,0.65,1.0,1.26,0.2,0.24,0.05,0.2,0.2,0.16,0.1,0.2,0.21,0.25
c_0,0.92,1.03,4.04,0.43,1.1,1.03,0.31,0.29,0.28,0.07,0.19,0.17,0.13,0.17,0.15,0.18
b_0,0.76,0.93,1.44,0.79,2.89,0.74,0.28,0.18,0.27,0.1,0.06,0.16,0.13,0.21,0.16,0.11
f_0,0.77,2.36,0.96,0.81,0.93,0.9,0.36,0.19,0.16,0.22,0.16,0.06,0.13,0.26,0.19,0.09
h_0,0.87,0.99,1.03,0.82,0.86,0.95,0.53,0.2,0.31,0.19,0.19,0.2,0.24,0.16,0.14,0.09
a_0,0.89,0.97,1.0,0.75,1.13,,0.28,0.27,0.26,0.16,0.11,0.17,0.13,0.05,0.17,0.12
e_0,1.92,1.27,0.8,0.82,0.84,0.73,0.23,0.2,0.22,0.22,0.17,0.08,0.13,0.11,0.04,0.12
g_0,1.0,0.84,0.89,0.98,0.94,0.8,0.19,0.29,0.5,0.19,0.18,0.18,0.1,0.2,0.18,0.24
