,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.49,0.27,0.17,0.17,0.14,0.14,0.2,0.18,0.19,0.2,0.2,,0.2,0.14,0.17,0.19
e_1,0.15,1.49,0.17,0.13,0.17,0.09,0.24,0.13,0.31,0.21,0.18,0.24,0.22,0.16,,0.2
d_1,0.14,0.17,1.52,0.17,0.18,0.15,0.18,0.15,,0.34,0.19,0.2,0.2,0.16,0.14,0.21
c_1,0.21,0.21,0.13,1.54,0.31,0.1,0.2,0.18,0.13,,0.16,0.19,0.21,0.19,0.15,0.17
b_1,0.18,0.17,0.14,0.15,1.61,,0.29,0.16,0.26,0.24,,0.16,0.2,0.16,0.19,0.18
a_1,0.22,0.24,0.15,0.22,,1.76,0.26,0.21,0.17,0.21,0.23,0.19,0.24,,,
h_1,0.48,0.33,0.41,0.33,0.34,0.28,1.62,0.63,0.57,0.47,0.38,0.39,,0.35,0.34,0.55
g_1,0.39,0.38,0.61,0.4,0.34,0.3,0.39,1.69,0.38,0.44,0.55,0.58,0.48,0.32,0.42,
d_0,0.55,0.36,,0.83,0.44,0.43,0.53,0.55,1.42,0.51,0.43,0.45,0.6,0.37,0.56,0.52
c_0,0.44,0.46,0.39,,0.28,0.32,0.52,0.64,0.56,1.44,0.91,0.52,0.73,0.44,0.32,0.63
b_0,0.52,0.5,0.51,0.43,,0.29,0.53,0.43,0.56,0.42,1.49,0.57,0.68,0.75,0.46,0.48
f_0,,0.37,0.51,0.49,0.39,0.43,0.55,0.39,0.76,0.49,0.67,1.5,0.5,0.62,0.75,0.52
h_0,0.72,0.58,0.71,0.63,0.47,0.45,,0.83,0.8,0.68,0.67,0.56,,0.62,0.51,0.82
a_0,0.63,0.57,0.54,0.45,0.41,,0.74,0.56,0.54,0.53,0.52,0.49,0.57,1.56,0.57,0.5
e_0,0.41,,0.43,0.43,0.42,,0.52,0.58,0.62,0.82,0.55,0.46,0.89,0.47,1.65,0.64
g_0,0.55,0.63,0.81,0.59,0.56,,0.6,,0.7,0.65,0.57,0.99,0.71,0.78,0.61,
