,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,104.98,96.25,75.95,102.5,143.64,395.56,7723.98,14425.58,21182.09,23072.21,27706.65,35514.13,103757.72,100282.61,98451.61,227426.71
e_1,58.61,106.27,74.64,108.16,173.41,432.47,10085.95,15782.66,36591.29,24974.49,31575.42,52901.18,121186.6,109904.89,112464.73,244504.63
d_1,59.06,60.35,128.96,78.25,142.0,437.28,7938.17,14334.38,18351.32,34707.37,31138.02,45343.44,112090.76,98234.85,124013.16,206476.32
c_1,56.73,52.53,72.26,147.89,231.55,395.8,6886.99,11386.38,16438.41,15021.41,16391.75,37395.78,95804.91,80005.58,94245.24,178497.49
b_1,50.45,40.6,59.43,62.38,226.81,629.86,7368.93,10549.26,18274.84,17463.68,19124.44,35272.64,78220.2,60632.72,94046.89,175178.47
a_1,38.18,34.67,42.39,51.93,64.25,547.98,5120.59,8331.89,13304.64,13157.52,16455.22,24227.22,59958.71,52967.4,75374.96,110452.35
h_1,21.21,14.44,22.17,23.76,35.3,108.58,3052.67,5186.77,6188.2,5619.56,7497.22,11448.87,26540.18,23114.28,34690.9,68136.91
g_1,13.21,11.49,22.47,21.56,30.45,94.68,1513.47,4858.22,4443.04,5023.57,6279.42,12873.26,23975.47,21757.99,25952.22,42763.34
d_0,12.68,9.81,12.53,30.64,33.1,80.75,1624.31,2914.32,5711.39,3392.61,5474.21,8794.93,22123.48,20962.06,26388.68,44867.29
c_0,12.64,11.01,15.25,16.8,25.09,74.07,1760.66,3469.18,5390.6,6095.63,9586.73,9562.22,25249.89,26387.78,25981.39,48206.89
b_0,12.34,11.02,14.55,20.97,21.04,60.59,1590.69,2827.19,4500.92,3773.73,7009.02,8813.17,21986.86,35462.12,26254.59,41280.58
f_0,8.87,7.15,13.67,17.15,25.86,66.98,1419.14,2124.48,4127.13,3684.1,4714.67,9933.91,19772.43,17357.27,34603.52,33166.79
h_0,9.33,7.38,10.88,11.91,18.6,51.08,869.32,2108.08,2903.53,2754.54,3459.3,4918.45,12217.98,13202.48,14388.61,31884.6
a_0,7.93,7.27,10.87,12.99,20.3,37.71,1041.15,1856.16,2773.84,2549.17,2907.69,6235.13,15864.45,17839.25,17994.8,29514.11
e_0,7.99,5.97,9.12,11.52,17.2,49.81,913.68,1771.67,2532.53,2934.28,3153.54,4359.35,14902.13,12118.26,21868.57,26222.04
g_0,5.5,5.32,10.87,10.18,14.58,42.88,761.29,1420.88,2125.23,2278.22,2873.81,6438.52,9865.6,10187.33,13529.83,18873.84
