,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.87,1.08,1.56,1.59,3.37,25.18,31.78,39.44,32.16,45.4,48.48,81.71,80.39,122.1,147.47
f_1,1.15,1.0,0.95,1.07,1.52,2.75,19.4,25.23,28.48,34.81,36.87,31.18,48.58,82.06,74.39,116.53
d_1,0.92,1.06,1.0,0.85,1.34,2.79,20.87,17.73,25.88,38.97,35.55,33.02,69.09,68.17,92.53,89.78
c_1,0.65,0.94,1.17,1.0,1.93,2.16,20.66,21.41,15.98,20.78,27.58,33.59,54.72,64.7,74.95,113.04
b_1,0.63,0.66,0.75,0.52,1.0,3.58,14.04,18.03,21.77,26.59,33.47,30.06,45.44,49.32,62.2,85.89
a_1,0.29,0.36,0.36,0.46,0.28,1.0,9.18,8.89,8.75,9.61,13.69,15.0,20.5,24.27,29.64,35.74
h_1,0.04,0.05,0.05,0.05,0.07,0.11,1.0,1.4,1.12,1.35,1.67,1.67,2.6,3.35,4.32,5.82
g_1,0.03,0.04,0.06,0.05,0.06,0.11,0.71,1.0,0.96,1.43,1.37,2.17,2.22,2.98,4.32,5.13
d_0,0.02,0.04,0.04,0.06,0.05,0.11,0.87,1.04,1.0,1.04,1.51,1.6,2.6,2.96,3.62,4.9
c_0,0.03,0.03,0.03,0.05,0.04,0.1,0.74,0.69,0.96,1.0,1.51,1.32,2.12,2.74,3.31,4.21
b_0,0.02,0.03,0.03,0.04,0.03,0.07,0.59,0.71,0.71,0.68,1.0,1.09,1.71,3.08,2.45,3.36
f_0,0.02,0.03,0.03,0.03,0.03,0.07,0.6,0.47,0.67,0.74,0.92,1.0,1.54,1.88,3.89,2.64
h_0,0.01,0.02,0.01,0.02,0.02,0.05,0.4,0.48,0.37,0.46,0.57,0.62,1.0,1.33,1.6,2.05
a_0,0.01,0.01,0.01,0.02,0.02,0.04,0.31,0.32,0.37,0.38,0.34,0.52,0.77,1.0,1.18,1.58
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.23,0.22,0.3,0.31,0.45,0.26,0.64,0.85,1.0,1.35
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.17,0.19,0.2,0.25,0.29,0.38,0.5,0.62,0.76,1.0
