,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.18,13.0,11.42,12.86,15.6,13.53,2.21,2.37,3.37,2.85,4.19,,1.13,3.19,2.23,2.87
e_1,6.74,0.17,14.87,19.22,15.35,11.65,3.98,1.86,6.62,2.52,2.75,2.71,1.58,2.98,2.28,
d_1,15.58,15.8,0.16,13.72,12.19,14.63,3.65,,1.99,2.26,2.87,2.3,1.8,3.51,1.1,2.2
c_1,11.91,12.99,14.6,0.15,9.76,13.9,3.47,1.38,4.94,,2.84,3.09,1.82,3.14,1.14,
b_1,15.04,14.8,11.82,6.74,0.13,,3.71,3.87,3.33,3.3,,2.44,1.62,,1.51,2.44
a_1,12.36,14.71,10.97,10.88,,0.09,3.46,3.73,4.31,3.01,2.68,2.82,2.35,,1.9,
h_1,3.83,3.24,3.65,3.78,3.16,3.46,0.08,0.52,0.83,0.69,0.55,0.66,,0.77,0.65,0.42
d_0,2.32,1.41,,2.72,2.77,2.27,0.61,0.08,0.98,0.61,0.42,0.47,0.51,0.45,0.43,0.5
g_1,3.48,4.32,4.45,2.78,2.95,3.04,0.7,0.74,0.06,0.79,0.73,0.74,0.35,,,
c_0,3.57,2.46,1.3,,3.3,2.22,0.73,0.51,0.87,0.08,0.58,0.37,0.35,0.52,0.36,0.76
b_0,2.89,3.43,2.77,3.69,,2.52,0.86,0.62,0.54,0.26,0.07,0.42,0.32,0.54,0.42,0.34
f_0,,2.23,3.4,2.12,2.34,3.04,0.98,0.64,0.32,0.46,0.45,0.07,0.52,0.4,0.22,0.51
h_0,1.94,2.1,1.35,1.31,2.12,1.56,,0.32,0.45,0.35,0.37,0.28,,0.29,0.2,0.35
a_0,2.53,3.14,3.31,2.67,,,0.7,0.66,,0.42,0.24,0.42,0.41,0.05,0.47,
g_0,1.85,1.66,1.98,1.81,1.46,2.38,0.38,0.35,,0.37,0.37,0.52,0.13,0.32,,
e_0,2.18,,2.81,,2.44,,0.54,0.77,,0.61,0.43,0.3,0.39,,,0.04
