,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,7.52,17.16,14.97,14.79,12.35,3.46,4.11,2.82,2.51,2.8,2.95,1.47,2.66,,1.44
f_1,12.48,0.17,13.27,12.29,11.68,14.41,2.57,4.19,2.69,2.52,2.74,,1.19,2.4,2.13,2.83
d_1,16.61,13.63,0.16,12.54,10.95,18.91,3.55,2.01,2.39,,2.82,2.35,1.96,2.08,2.93,1.19
c_1,10.31,10.1,17.76,0.15,15.45,15.04,3.63,2.86,,1.69,3.03,2.65,1.77,3.38,2.14,1.54
b_1,11.92,14.5,10.65,6.7,0.14,12.45,5.59,5.46,3.38,2.84,,2.03,1.97,,2.31,1.99
a_1,18.16,21.61,11.82,12.18,8.15,0.1,3.29,3.93,2.15,3.25,2.91,1.92,1.36,,,2.6
h_1,3.29,3.07,3.66,3.75,2.58,2.68,0.07,0.86,0.64,0.59,0.62,0.72,,1.03,0.58,0.72
g_1,2.74,6.16,3.17,4.03,3.72,4.91,0.53,0.06,0.77,1.06,0.7,0.61,0.37,0.65,0.61,
c_0,2.67,3.43,1.43,,3.11,2.15,0.57,0.67,0.08,0.7,0.54,0.53,0.32,0.55,0.58,0.27
d_0,1.57,2.58,,2.59,3.2,2.51,0.69,0.83,0.53,0.08,0.5,0.57,0.43,0.5,0.44,0.34
b_0,2.8,2.39,2.65,4.63,,3.74,0.66,0.82,0.26,0.46,0.08,0.38,0.44,0.55,0.51,0.28
f_0,2.64,,3.2,2.27,2.1,3.02,1.0,0.41,0.53,0.46,0.46,0.07,0.42,0.4,0.46,0.26
h_0,2.38,1.55,1.14,1.83,1.39,1.48,,0.45,0.34,0.4,0.36,0.27,,0.34,0.35,0.27
a_0,2.55,2.4,2.68,2.11,,,0.72,0.97,0.62,0.55,0.23,0.76,0.52,0.05,,
e_0,,1.97,2.93,2.36,2.97,,0.98,0.86,0.45,0.35,0.46,0.39,0.37,,0.05,0.46
g_0,2.36,2.04,1.99,1.34,1.53,1.3,0.41,,0.39,0.34,0.33,0.37,0.15,,0.39,
