,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.41,0.46,0.66,0.79,0.72,0.7,0.4,0.39,0.37,0.27,0.39,0.33,0.27,0.29,0.38,0.34
f_1,0.68,0.4,0.63,0.72,0.68,0.56,0.29,0.39,0.29,0.29,0.35,0.3,0.2,0.29,0.25,0.25
d_1,0.81,0.73,0.39,0.62,0.62,0.6,0.34,0.27,0.39,0.33,0.28,0.31,0.24,0.32,0.25,0.17
c_1,0.55,0.64,0.77,0.38,0.83,0.68,0.34,0.33,0.2,0.34,0.28,0.25,0.26,0.29,0.32,0.26
b_1,0.65,0.83,0.66,0.46,0.38,0.81,0.38,0.34,0.33,0.35,0.29,0.35,0.26,0.27,0.33,0.28
a_1,0.7,0.8,0.71,0.68,0.41,0.31,0.38,0.45,0.32,0.31,0.29,0.46,0.29,0.61,0.32,0.23
h_1,0.57,0.69,0.63,0.65,0.61,0.57,0.24,0.32,0.31,0.25,0.26,0.31,0.3,0.28,0.26,0.28
g_1,0.61,0.66,0.63,0.7,0.64,0.51,0.29,0.22,0.29,0.29,0.32,0.27,0.18,0.27,0.26,0.26
d_0,0.42,0.62,0.84,0.75,0.66,0.65,0.37,0.36,0.23,0.25,0.31,0.27,0.25,0.29,0.3,0.32
c_0,0.72,0.65,0.44,0.77,0.64,0.57,0.38,0.34,0.38,0.23,0.35,0.33,0.26,0.31,0.26,0.25
f_0,0.59,0.85,0.61,0.67,0.61,0.57,0.36,0.24,0.3,0.25,0.21,0.28,0.25,0.25,0.37,0.18
b_0,0.59,0.64,0.54,0.87,0.72,0.53,0.31,0.41,0.31,0.17,0.31,0.21,0.23,0.32,0.27,0.24
h_0,0.62,0.68,0.62,0.6,0.61,0.51,0.37,0.39,0.29,0.29,0.27,0.27,0.29,0.3,0.24,0.25
a_0,0.62,0.67,0.55,0.65,0.77,0.63,0.37,0.35,0.29,0.25,0.29,0.16,0.21,0.19,0.28,0.28
e_0,0.8,0.74,0.63,0.65,0.55,0.52,0.31,0.3,0.33,0.28,0.18,0.3,0.3,0.26,0.19,0.2
g_0,0.57,0.73,0.7,0.61,0.59,0.66,0.24,0.35,0.28,0.27,0.27,0.29,0.2,0.22,0.27,0.25
