,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.96,0.58,0.88,0.63,0.55,0.35,0.34,0.34,0.34,0.41,0.34,0.29,0.32,0.28,0.23,0.29
d_1,0.71,0.96,0.61,0.55,0.51,0.41,0.39,0.35,0.56,0.33,0.42,0.36,0.35,0.33,0.3,0.26
e_1,0.62,0.61,0.96,0.72,0.56,0.38,0.42,0.39,0.39,0.6,0.36,0.39,0.4,0.28,0.27,0.33
c_1,0.66,0.65,0.55,0.95,0.85,0.44,0.38,0.34,0.29,0.35,0.29,0.34,0.38,0.28,0.27,0.31
b_1,0.66,0.72,0.6,0.52,0.95,0.74,0.41,0.38,0.4,0.4,0.33,0.38,0.38,0.27,0.3,0.37
a_1,0.85,0.72,0.74,0.73,0.57,0.95,0.53,0.44,0.48,0.44,0.45,0.44,0.45,0.3,0.35,0.38
h_1,1.16,0.98,0.96,0.96,0.73,0.56,0.81,0.67,0.59,0.54,0.57,0.53,0.52,0.47,0.44,0.58
g_1,1.0,1.26,0.79,0.92,0.84,0.6,0.54,0.81,0.64,0.52,0.54,0.7,0.49,0.45,0.5,0.46
c_0,1.16,1.02,0.95,0.96,0.72,0.53,0.62,0.62,0.76,0.65,0.85,0.59,0.62,0.55,0.43,0.48
d_0,0.97,0.89,0.8,1.42,0.91,0.58,0.63,0.59,0.49,0.75,0.6,0.59,0.56,0.47,0.45,0.49
b_0,1.1,1.07,0.98,1.17,0.71,0.53,0.66,0.62,0.59,0.65,0.76,0.6,0.62,0.75,0.46,0.5
f_0,1.01,1.15,0.83,1.08,0.92,0.65,0.67,0.54,0.69,0.65,0.66,0.75,0.65,0.52,0.79,0.48
h_0,1.4,1.22,1.06,0.95,0.87,0.66,0.55,0.78,0.67,0.62,0.63,0.56,0.58,0.47,0.46,0.63
a_0,1.16,1.11,1.1,1.15,0.97,0.6,0.61,0.66,0.67,0.69,0.56,0.6,0.67,0.72,0.56,0.5
e_0,1.29,1.12,1.01,1.09,0.99,0.74,0.71,0.68,0.76,0.66,0.75,0.55,0.7,0.58,0.71,0.5
g_0,1.14,1.59,1.07,1.05,0.83,0.71,0.64,0.59,0.73,0.6,0.71,0.87,0.65,0.56,0.6,0.55
