,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,0.79,0.87,0.87,1.04,0.63,0.58,1.19,0.68,0.66,0.61,0.61,0.48,,0.43
f_1,1.24,1.0,0.92,0.86,1.0,1.01,0.59,0.68,0.68,0.6,0.71,,0.46,0.55,0.41,0.74
d_1,1.27,1.08,1.0,0.82,0.89,0.69,0.68,0.47,,0.91,0.65,0.72,0.72,0.45,0.67,0.49
c_1,1.15,1.17,1.22,1.0,1.13,0.72,0.78,0.57,0.45,,0.63,0.73,0.56,0.72,0.65,0.53
b_1,1.15,1.0,1.13,0.88,1.0,1.28,0.74,1.01,0.59,0.77,,0.6,0.6,0.53,0.59,0.53
a_1,0.96,0.99,1.46,1.39,0.78,1.0,0.75,0.74,0.76,,,0.87,0.89,,0.6,0.81
h_1,1.58,1.69,1.46,1.29,1.35,1.33,1.0,0.9,0.79,0.85,0.74,1.02,,0.8,0.82,0.92
g_1,1.74,1.47,2.14,1.76,0.99,1.36,1.11,1.0,0.81,0.85,0.78,1.08,0.73,0.79,,
d_0,0.84,1.48,,2.22,1.69,1.32,1.27,1.23,1.0,0.91,0.96,0.89,0.85,0.94,0.8,0.89
c_0,1.47,1.66,1.1,,1.29,,1.18,1.17,1.1,1.0,1.33,0.98,1.08,0.81,0.87,0.8
b_0,1.52,1.4,1.55,1.6,,,1.36,1.28,1.04,0.75,1.0,0.73,1.01,1.71,,0.92
f_0,1.63,,1.39,1.37,1.66,1.15,0.98,0.93,1.13,1.02,1.37,1.0,1.17,,1.24,0.74
h_0,1.63,2.18,1.39,1.79,1.66,1.13,,1.37,1.18,0.93,0.99,0.86,,0.98,0.72,1.22
a_0,2.1,1.83,2.22,1.39,1.89,,1.24,1.27,1.06,1.23,0.58,,1.02,1.0,,0.79
e_0,,2.44,1.5,1.55,1.68,1.68,1.22,,1.25,1.16,,0.8,1.39,,1.0,0.88
g_0,2.34,1.35,2.04,1.9,1.9,1.24,1.09,,1.12,1.26,1.08,1.35,0.82,1.27,1.14,
