,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.32,1.52,0.72,0.83,0.66,0.52,1.52,1.26,1.82,1.39,1.45,0.89,1.75,1.19,0.76,1.77
e_1,0.99,2.34,0.65,1.08,0.68,0.57,1.58,1.25,2.87,1.29,1.73,1.61,2.09,1.56,1.01,1.84
d_1,0.98,0.73,2.45,0.57,0.71,0.75,1.47,1.5,1.08,3.16,1.98,1.71,2.36,1.5,1.67,2.0
c_1,0.71,0.77,0.72,2.45,1.53,0.61,1.56,1.26,1.72,0.86,0.95,1.48,2.01,1.2,1.35,1.88
b_1,0.93,0.66,0.94,0.72,2.6,1.26,1.56,1.45,1.38,1.57,0.97,1.38,2.37,1.45,1.52,1.87
a_1,0.93,0.86,0.93,0.89,0.76,3.15,1.46,1.57,1.71,1.58,1.54,1.22,2.32,1.01,1.1,1.75
h_1,1.38,1.05,0.94,0.81,0.78,0.53,3.24,1.82,1.93,1.38,1.71,1.43,1.94,1.54,1.6,2.81
g_1,0.86,0.76,1.46,0.91,0.84,0.66,1.41,3.45,1.55,1.91,1.81,2.63,2.54,1.5,2.06,1.66
d_0,0.98,0.96,0.51,1.63,0.9,0.57,1.65,1.67,3.03,1.19,1.45,1.71,2.16,1.44,1.62,1.89
c_0,1.07,0.92,1.04,0.66,0.61,0.63,1.71,1.87,1.8,3.29,3.59,1.79,2.78,2.03,1.95,2.19
b_0,1.02,0.93,0.96,0.9,0.67,0.49,1.89,1.65,2.08,1.87,3.5,1.92,2.9,3.43,1.72,2.45
f_0,0.7,0.74,1.12,0.84,0.82,0.88,1.97,1.63,2.01,2.24,1.92,3.56,2.94,2.08,3.86,2.49
h_0,1.11,0.85,1.09,1.0,0.76,0.69,1.42,2.07,1.88,1.63,1.7,1.78,1.5,1.79,1.9,2.89
a_0,0.98,0.79,1.19,0.92,0.84,0.41,1.97,1.99,1.76,1.82,1.89,2.09,2.78,3.45,1.79,2.05
e_0,1.04,0.71,1.09,1.02,0.83,0.76,2.01,1.49,1.95,1.46,1.93,1.75,2.62,1.75,3.55,2.2
g_0,0.92,0.94,1.46,0.85,0.67,0.63,1.73,1.63,1.58,1.99,1.7,2.69,2.35,1.68,1.98,1.41
