,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.54,0.94,1.22,0.87,0.97,0.78,1.13,1.77,1.1,1.06,1.25,1.2,1.14,1.3,0.96,1.2
f_1,1.46,1.55,1.05,0.83,0.89,0.73,1.05,1.34,1.13,0.96,1.2,0.89,1.02,1.13,0.75,1.17
c_1,0.91,0.97,1.57,1.04,1.45,0.94,1.19,1.05,0.94,1.07,0.92,1.08,0.88,1.15,1.0,1.09
d_1,1.05,1.23,0.89,1.59,0.96,0.78,1.21,1.07,1.74,1.08,1.24,1.16,1.17,1.25,0.93,1.08
b_1,1.03,1.05,0.93,1.08,1.61,1.3,1.33,1.2,1.22,1.05,1.05,1.16,0.94,1.32,0.91,1.22
a_1,1.08,1.22,1.1,1.19,0.93,1.78,1.34,1.21,1.42,1.28,1.29,1.24,1.0,1.57,1.15,1.32
h_1,1.28,1.48,1.18,1.43,1.07,0.96,1.86,1.27,1.44,1.6,1.43,1.28,1.25,1.4,1.24,1.7
d_0,1.13,1.26,1.89,1.1,1.32,0.99,1.53,1.81,1.25,1.45,1.48,1.37,1.34,1.67,1.31,1.37
c_0,1.31,1.29,1.27,1.3,1.13,1.05,1.5,1.59,1.87,1.51,2.22,1.51,1.68,1.72,1.5,1.62
g_1,1.27,1.37,1.23,1.67,1.17,0.98,1.42,1.35,1.56,1.95,1.47,1.85,1.23,1.55,1.39,1.3
b_0,1.32,1.37,1.45,1.38,1.13,1.05,1.59,1.53,1.39,1.59,1.83,1.41,2.13,1.63,1.47,1.53
f_0,1.17,1.31,1.4,1.36,1.26,1.1,1.68,1.68,1.75,1.33,1.71,1.93,1.56,1.65,2.32,1.32
a_0,1.36,1.55,1.67,1.33,1.31,0.83,1.63,1.72,1.54,1.61,1.41,1.55,1.91,1.76,1.43,1.63
h_0,1.33,1.72,1.48,1.4,1.17,1.11,1.37,1.57,1.42,1.76,1.64,1.53,1.26,1.5,1.25,1.88
e_0,1.1,1.54,1.73,1.55,1.54,1.19,1.6,1.67,1.37,1.48,1.6,1.3,1.29,1.94,1.99,1.65
g_0,1.32,1.28,1.35,1.84,1.3,1.16,1.54,1.62,1.73,1.41,1.74,1.99,1.42,1.6,1.48,1.49
