,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.95,0.53,0.52,0.61,0.47,0.33,0.4,0.37,0.31,0.52,0.34,0.34,0.28,0.31,0.21,0.25
f_1,0.82,0.95,0.54,0.51,0.45,0.33,0.33,0.33,0.3,0.33,0.32,0.21,0.25,0.25,0.14,0.23
d_1,0.59,0.62,0.96,0.4,0.5,0.34,0.4,0.34,0.53,0.27,0.34,0.31,0.26,0.3,0.25,0.25
c_1,0.57,0.59,0.67,0.95,0.74,0.38,0.39,0.32,0.22,0.29,0.3,0.29,0.26,0.27,0.23,0.27
b_1,0.6,0.63,0.59,0.46,0.95,0.68,0.47,0.38,0.36,0.35,0.23,0.33,0.21,0.34,0.24,0.26
a_1,0.71,0.72,0.68,0.63,0.44,0.94,0.52,0.46,0.45,0.42,0.39,0.36,0.28,0.43,0.26,0.32
h_1,0.8,1.16,0.91,0.74,0.53,0.47,0.79,0.64,0.51,0.44,0.44,0.43,0.38,0.38,0.33,0.45
g_1,0.85,0.87,1.11,0.84,0.64,0.47,0.55,0.78,0.55,0.51,0.48,0.61,0.38,0.46,0.41,0.35
c_0,0.96,1.05,0.88,0.8,0.71,0.47,0.68,0.6,0.72,0.56,0.83,0.53,0.48,0.53,0.43,0.44
d_0,0.81,0.96,0.72,1.41,0.78,0.48,0.63,0.57,0.41,0.7,0.51,0.49,0.43,0.52,0.4,0.45
b_0,0.91,1.07,1.04,0.9,0.63,0.43,0.78,0.62,0.47,0.51,0.7,0.5,0.78,0.56,0.41,0.45
f_0,0.84,1.14,1.0,0.89,0.75,0.57,0.73,0.54,0.6,0.6,0.66,0.69,0.52,0.59,0.8,0.47
a_0,1.0,1.07,1.06,0.97,0.89,0.54,0.83,0.63,0.66,0.54,0.53,0.6,0.66,0.62,0.45,0.4
h_0,0.92,1.36,1.13,0.98,0.89,0.55,0.65,0.75,0.61,0.58,0.52,0.47,0.49,0.45,0.42,0.53
e_0,0.87,1.52,1.02,0.9,0.95,0.75,0.86,0.59,0.62,0.57,0.64,0.41,0.51,0.65,0.67,0.51
g_0,0.9,1.14,1.4,0.92,0.92,0.62,0.73,0.59,0.67,0.51,0.67,0.79,0.61,0.56,0.48,0.45
