,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.65,1.17,1.14,1.04,1.01,0.84,0.47,0.35,0.44,0.5,0.44,0.36,0.38,0.29,0.36,0.25
f_1,1.01,0.65,1.22,1.11,0.97,0.92,0.4,0.57,0.36,0.42,0.35,0.46,0.34,0.25,0.3,0.33
e_1,1.13,0.76,0.64,1.35,1.12,1.07,0.54,0.44,0.43,0.53,0.46,0.46,0.42,0.31,0.5,0.37
c_1,1.4,1.14,0.89,0.64,1.27,0.94,0.54,0.5,0.46,0.25,0.37,0.39,0.35,0.36,0.38,0.3
b_1,1.31,1.26,1.13,0.72,0.62,1.3,0.55,0.56,0.5,0.45,0.53,0.44,0.4,0.37,0.45,0.39
a_1,1.44,1.45,1.37,1.51,0.84,0.56,0.68,0.71,0.52,0.57,0.63,0.55,0.71,0.47,0.47,0.39
h_1,1.6,2.02,1.59,1.63,1.73,1.66,0.54,0.81,0.56,0.62,0.6,0.55,0.57,0.56,0.5,0.5
g_1,1.95,1.84,2.04,2.04,1.75,1.37,0.69,0.53,0.65,0.72,0.71,0.71,0.59,0.43,0.61,0.64
c_0,1.27,2.29,1.79,2.48,2.06,1.78,0.94,0.8,0.57,0.94,0.83,0.66,0.72,0.54,0.66,0.54
d_0,2.44,1.94,1.22,2.37,1.87,1.9,1.01,0.93,0.67,0.57,0.64,0.75,0.64,0.57,0.7,0.61
b_0,1.69,2.35,1.79,2.3,2.52,1.64,0.9,0.86,0.5,0.78,0.55,0.72,0.89,0.69,0.66,0.61
f_0,1.97,2.83,1.79,2.06,1.98,1.69,0.98,0.66,0.73,0.77,0.7,0.56,0.63,0.65,0.79,0.46
a_0,2.18,2.28,2.19,2.48,2.62,2.38,1.02,1.04,0.7,0.85,0.5,0.76,0.54,0.63,0.66,0.61
h_0,2.3,2.38,2.45,2.07,1.99,1.73,1.26,1.2,0.88,0.87,0.77,0.77,0.74,0.79,0.71,0.7
e_0,2.08,3.55,2.65,2.38,2.21,2.01,0.97,0.94,0.77,0.84,0.74,0.5,0.71,0.66,0.53,0.54
g_0,2.29,2.58,2.12,2.39,2.23,2.46,0.89,1.33,0.92,0.77,0.74,0.83,0.79,0.59,0.8,0.7
