,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,11893.67,5763.05,5199.15,10888.88,20070.69,104539.8,5736787.21,11801916.23,17975495.23,32167306.37,28285793.42,51522882.49,199037412.33,220727577.54,199088090.03,427537523.55
f_1,8810.75,13020.82,5419.92,8965.95,15037.0,94645.76,5351986.04,12208090.21,16956708.68,19858298.72,27128048.69,33427515.86,186678996.62,226791931.83,164447926.16,362636160.38
d_1,5303.65,6796.85,13275.99,7113.1,15845.72,99230.18,5848595.34,14173096.31,30981384.85,14775145.98,32389316.21,50043273.85,212833251.93,256906512.64,305039841.18,447358146.9
c_1,5298.22,5888.45,4978.85,21974.27,34300.71,112947.55,4963433.77,11601443.82,11509234.65,19761411.28,19582743.01,40603551.15,185512765.61,220053827.29,218369101.43,344789938.91
b_1,5192.02,5984.88,6022.48,8277.37,52536.98,235221.07,5432322.37,12296989.49,16719294.33,17281370.12,18747334.82,38897823.02,209702570.84,187433818.11,229066017.17,410299043.36
a_1,4883.42,6424.79,6868.37,9617.76,16669.99,460789.84,5188181.72,11628890.26,19292562.81,21922450.45,27480327.65,44034604.6,247277876.32,172981015.35,271988165.72,451879534.12
h_1,5702.12,7688.64,6779.49,9787.16,19721.35,101499.67,9794242.28,17379073.97,18489091.26,18346706.58,27767996.33,47090085.65,158223666.6,283947987.83,281327800.19,570333950.51
g_1,4829.55,5601.86,9629.68,7940.25,18819.7,115837.13,6032809.4,27896568.22,21796692.57,15522085.3,26316566.23,72940237.56,237140113.57,275401511.32,297338011.14,382490523.31
c_0,6344.39,7020.18,7036.63,8225.65,16234.6,106801.92,6181592.55,14688952.69,27459134.09,20386933.99,45764465.47,49884415.35,229957766.45,329113738.48,309948528.28,538602711.46
d_0,5282.66,6072.59,5012.98,16250.87,23177.76,104574.48,5461106.77,13358059.36,14031980.42,30575411.52,25481382.57,50983191.01,198352673.36,271677759.04,292155723.99,421419184.35
b_0,6360.73,6913.95,6487.65,10751.1,15776.25,91684.63,6247162.14,13405728.81,18580254.19,23543965.76,44088008.51,51919665.16,235960014.74,474806204.25,299237973.7,488708442.8
f_0,4530.47,6207.15,6905.86,11055.78,19796.62,109729.26,6679066.33,14257899.42,20146990.54,21882218.95,31180581.72,80899726.81,244688437.52,294196070.61,581865610.54,439699884.05
h_0,6280.26,8577.25,6965.5,8378.35,17227.02,97618.61,4656042.21,15574765.36,20142486.41,19270278.76,25888925.18,53421019.06,186520533.77,268853476.5,299114014.3,586647084.78
a_0,6221.68,6599.25,7428.44,9468.81,20278.58,108862.64,6070456.63,12999228.74,21313909.57,19782086.03,27255740.62,46208213.33,231776525.66,420261764.05,269194370.55,492461555.18
e_0,4433.85,6624.37,6776.26,12878.6,22545.96,99212.79,5841588.06,11441717.46,19396741.86,21629148.61,30890924.83,49411128.67,228852959.06,313143510.2,525819415.35,490934812.27
g_0,5529.62,6029.95,8795.96,8857.01,18761.99,94644.94,6209590.64,11688688.13,22260217.26,18426285.81,28732340.66,69058264.14,209852394.06,276944376.93,344402248.52,411557660.27
