,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10344.76,3348.75,3461.69,8003.14,7629.6,31491.14,3899335.11,7013029.65,17570725.12,11903034.06,21330924.62,24782883.35,146650408.57,96616457.43,58354231.59,402842696.84
f_1,4654.11,12830.55,4394.9,5439.71,6144.73,28094.22,4078955.19,6201343.58,8733303.33,10487382.18,19189102.62,10992897.87,144477882.24,94115623.5,79357458.4,367930481.04
d_1,2817.19,3331.09,17959.45,4598.62,7140.5,32323.01,4055881.04,7328866.76,4162638.24,22090091.34,28107295.92,21791078.22,154055216.23,118010975.67,126015060.42,354760783.97
c_1,2269.8,3083.98,3754.09,26602.27,13831.77,32700.23,4669531.98,6298537.79,9832049.4,4738349.23,16053809.85,22943180.15,133508917.7,101375058.55,108992545.09,405292606.86
b_1,2322.47,3764.88,4098.19,6333.77,34568.02,61488.15,5069610.25,6827220.37,8506889.56,9372188.08,8066300.15,24382449.68,125069382.11,63192341.32,132714033.58,351161851.81
a_1,2872.11,3495.87,4188.3,5742.12,5858.52,231844.79,4752896.29,7686981.0,10458885.24,11788193.16,21007675.21,27324804.37,151099782.82,72535353.78,111002352.87,481463667.68
h_1,2894.09,5554.23,5910.05,6221.54,8756.5,33451.03,13076883.18,11961818.79,10378340.47,12316849.15,20999955.44,24462919.81,95500675.85,103509626.96,131688548.84,703973734.13
g_1,2755.5,3423.81,8695.7,6068.82,8643.8,33589.6,4721815.99,25423153.77,10943380.7,14526627.51,21279522.66,44140246.94,149715632.67,115464259.93,136945857.59,339878398.66
d_0,3109.08,4027.53,2711.63,13764.42,9046.5,48832.88,4723211.6,7880911.27,21116530.43,10167425.67,25568164.92,28980283.05,177725922.47,112381880.7,128419040.04,377565595.24
c_0,3367.04,4550.27,5751.48,4979.63,5919.14,39727.83,5372856.84,9594152.85,11790935.47,28213424.22,49658763.82,27879582.65,197143456.78,171326279.11,143023989.76,503921228.25
b_0,3779.63,4278.33,5259.8,7416.73,4677.41,33972.39,5216959.55,9505591.44,13200723.87,17527504.78,53242177.15,30231458.98,201895724.97,268948090.57,142687822.26,540181174.91
f_0,2873.85,2615.28,5798.51,7480.66,8815.71,45862.73,5941836.68,9721627.61,13335087.07,13497115.98,23568874.21,57517573.61,191342084.8,124501089.77,344781388.71,572547402.33
h_0,3655.69,5804.09,5408.23,6749.47,8131.46,34534.34,3650623.61,11392755.94,10330286.48,15721264.79,22719490.36,28354527.95,132218929.66,122447478.51,110349336.23,712795460.12
a_0,3722.02,4661.16,5817.08,6666.31,8213.81,22808.8,5385054.91,9832185.0,9955131.59,15116983.46,29422514.29,29300091.43,189373078.74,337519998.8,157911296.97,530919150.16
e_0,1734.96,4274.33,6608.51,7036.08,8282.59,39713.46,6571751.38,9921395.28,11997233.71,15273625.92,30331038.96,36290157.67,193287767.7,132663501.22,381606966.52,690358393.73
g_0,2931.67,3596.01,8044.06,7674.97,7868.73,36134.27,5029484.69,6877886.2,9690715.45,14882980.57,24904056.74,45598347.46,166170669.74,115608154.79,175712508.4,317125252.92
