,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.0,1.26,0.9,1.06,0.9,0.96,0.85,0.96,0.86,1.01,0.92,0.89,0.91,0.81,0.74,1.08
e_1,0.8,1.0,0.9,1.11,1.14,0.99,1.13,1.06,0.99,1.36,1.06,1.16,1.1,1.08,1.23,1.11
d_1,1.08,1.08,1.0,0.92,0.92,0.97,0.95,0.87,1.21,1.01,1.06,1.04,1.01,0.99,0.95,0.78
c_1,0.95,0.92,1.08,1.0,1.38,0.89,0.98,0.86,0.84,0.72,0.81,0.91,1.0,0.98,0.88,1.03
b_1,1.11,0.89,1.09,0.74,1.0,1.39,1.02,1.1,1.23,0.95,1.11,0.96,0.9,1.27,1.18,1.08
a_1,1.05,0.99,1.05,1.09,0.71,1.0,1.21,1.08,1.07,1.09,1.18,1.08,1.13,1.04,1.09,1.12
h_1,1.18,0.91,1.06,1.02,0.93,0.85,1.0,1.26,0.94,0.9,1.0,0.92,0.87,1.02,0.97,1.11
g_1,1.05,0.92,1.17,1.13,0.91,0.92,0.82,1.0,0.86,0.83,0.93,1.16,0.91,0.81,1.06,0.92
c_0,1.14,1.01,0.83,1.19,0.8,0.89,1.06,1.17,1.0,1.18,1.42,0.99,1.12,1.03,1.17,1.02
d_0,0.94,0.76,1.0,1.35,1.07,0.96,1.11,1.23,0.79,1.0,1.0,0.97,0.98,1.05,0.93,1.16
b_0,1.06,0.96,0.96,1.27,0.86,0.84,1.0,1.08,0.73,0.99,1.0,1.08,1.44,1.05,1.05,0.93
f_0,1.1,0.9,0.96,1.16,0.96,0.9,1.06,0.89,1.01,1.03,0.9,1.0,0.99,1.14,1.43,0.83
a_0,1.1,0.95,1.01,1.05,1.15,0.86,1.19,1.05,0.84,0.95,0.73,1.01,1.0,1.17,1.02,1.04
h_0,1.2,0.97,1.04,1.0,0.81,0.95,0.95,1.22,0.95,0.96,0.94,0.88,0.85,1.0,1.01,1.15
e_0,1.35,0.8,1.04,1.07,0.89,0.93,1.11,0.97,0.9,1.09,0.94,0.7,0.94,0.9,1.0,0.97
g_0,0.92,0.86,1.26,0.95,0.97,0.89,0.91,1.11,0.97,0.85,0.97,1.26,1.0,0.83,1.02,1.0
