,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,0.92,1.12,0.98,0.85,0.73,0.72,0.91,0.6,0.71,0.63,0.65,0.61,0.62,0.57
f_1,1.24,1.0,0.95,0.94,0.88,0.72,0.63,0.67,0.64,0.55,0.58,0.59,0.5,0.49,0.43,0.64
d_1,1.09,1.08,1.0,0.92,0.95,0.83,0.66,0.56,0.66,0.88,0.64,0.67,0.59,0.56,0.57,0.43
c_1,0.91,1.08,1.08,1.0,1.33,0.79,0.75,0.76,0.5,0.59,0.58,0.54,0.61,0.6,0.62,0.57
b_1,1.02,1.12,1.04,0.77,1.0,1.22,0.87,0.8,0.66,0.81,0.75,0.7,0.66,0.66,0.63,0.66
a_1,1.16,1.39,1.19,1.24,0.81,1.0,0.95,0.72,0.78,0.77,0.73,0.86,0.71,0.65,0.65,0.76
h_1,1.37,1.57,1.48,1.35,1.18,1.01,1.0,1.13,0.85,0.88,0.9,0.89,0.83,0.81,0.76,0.88
g_1,1.43,1.53,1.72,1.39,1.22,1.33,0.89,1.0,0.94,0.92,1.14,0.85,0.8,0.91,0.98,0.79
d_0,1.1,1.56,1.52,2.02,1.49,1.24,1.17,1.05,1.0,0.88,0.95,0.94,0.94,0.91,0.92,0.97
c_0,1.66,1.78,1.16,1.57,1.29,1.24,1.1,1.04,1.14,1.0,1.01,1.44,1.03,1.06,0.92,0.91
f_0,1.34,1.81,1.57,1.73,1.42,1.35,1.11,0.91,1.03,0.97,1.0,1.01,1.0,0.94,1.34,0.84
b_0,1.63,1.68,1.53,1.73,1.59,1.1,1.14,1.11,1.0,0.69,0.99,1.0,1.06,1.37,0.99,0.9
h_0,1.6,1.98,1.76,1.65,1.48,1.43,1.18,1.27,1.09,0.99,1.02,0.94,1.0,0.88,0.99,1.04
a_0,1.62,2.06,1.67,1.57,1.62,1.46,1.25,1.07,1.03,0.94,1.04,0.76,1.11,1.0,1.0,0.96
e_0,1.61,2.19,1.77,1.61,1.61,1.37,1.24,1.08,1.16,1.14,0.74,1.03,1.03,1.05,1.0,1.05
g_0,1.69,1.6,2.24,1.81,1.53,1.32,1.12,1.31,1.07,1.11,1.26,1.16,0.94,1.05,0.94,1.0
