,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.35,1.13,0.94,1.25,1.05,0.83,1.78,1.84,2.0,3.6,1.98,2.21,2.87,1.88,1.33,2.61
f_1,1.72,2.38,0.93,1.01,0.9,0.76,1.7,1.63,1.87,2.18,2.01,1.43,2.39,1.61,1.27,2.05
d_1,0.98,1.17,2.51,0.77,0.8,0.96,2.17,1.95,3.77,1.47,2.47,2.06,3.0,2.38,2.0,3.16
c_1,0.95,1.07,0.95,2.57,1.79,0.83,1.73,1.74,1.32,2.31,1.52,1.86,2.48,1.54,1.93,2.04
b_1,1.11,1.12,0.91,0.99,2.64,1.54,1.71,1.74,1.88,2.18,1.45,1.94,2.62,1.46,1.87,2.1
a_1,1.17,1.03,1.1,1.07,0.89,3.1,2.26,1.79,2.39,2.33,2.27,2.17,3.15,1.58,2.12,2.4
h_1,1.22,1.45,1.27,1.05,0.91,0.82,3.62,2.32,2.32,2.12,2.13,2.46,2.21,1.91,1.86,3.22
g_1,1.02,1.01,1.51,0.99,0.93,0.96,1.99,3.72,2.53,2.08,2.29,3.48,2.74,2.0,2.35,2.16
c_0,1.15,1.29,1.24,0.9,0.83,0.75,2.31,1.97,3.49,2.22,3.89,2.41,3.11,2.87,2.22,3.13
d_0,1.11,1.22,0.82,1.89,1.22,0.79,2.0,1.74,1.52,3.24,1.81,2.13,2.71,1.64,1.8,2.29
b_0,1.24,1.24,1.35,1.06,0.86,0.62,2.34,2.1,2.38,2.05,3.65,2.3,3.41,4.01,1.81,3.06
f_0,0.96,1.15,1.2,1.18,1.01,0.91,2.3,2.04,2.39,2.49,2.58,3.67,3.12,2.17,3.86,2.87
h_0,1.25,1.54,1.18,0.99,0.91,0.71,1.68,2.51,2.15,2.39,2.26,2.2,2.52,2.54,1.98,3.19
a_0,1.12,1.27,1.19,1.11,0.93,0.7,2.3,2.23,2.64,2.5,2.34,2.42,3.2,3.72,2.3,2.91
e_0,0.97,1.32,1.3,1.17,1.07,0.89,2.55,2.08,2.31,2.07,2.39,1.97,2.93,1.72,3.75,2.78
g_0,1.01,1.05,1.7,1.08,0.98,0.94,2.05,1.98,2.46,1.95,2.58,3.09,2.69,2.32,2.09,2.4
