,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,0.91,1.25,1.03,0.94,0.9,0.82,1.01,0.89,1.01,0.94,0.88,0.88,0.91,0.84,0.95
d_1,1.07,1.0,1.05,0.94,0.94,0.89,1.0,0.83,1.31,1.0,1.18,0.96,0.97,1.0,0.99,0.79
e_1,0.81,0.94,1.0,1.16,1.07,1.0,1.14,1.09,1.0,1.38,0.98,1.15,1.06,1.01,1.11,1.27
c_1,0.97,1.05,0.86,1.0,1.33,0.96,0.91,0.97,0.91,0.74,0.89,0.98,1.0,0.97,0.92,1.11
b_1,1.04,1.09,0.93,0.75,1.0,1.45,1.13,1.0,1.06,0.98,0.9,1.07,1.02,0.96,1.03,1.02
a_1,1.11,1.12,1.0,1.03,0.71,1.0,1.09,1.2,0.93,0.98,1.23,1.06,1.15,1.0,1.11,1.01
h_1,1.24,1.0,0.86,1.06,0.91,0.85,1.0,1.15,0.86,0.9,0.83,0.92,1.02,0.87,0.92,1.08
g_1,0.97,1.21,0.94,1.04,1.04,0.86,0.88,1.0,0.96,0.89,0.88,1.15,0.88,1.15,1.02,1.0
c_0,1.09,0.78,1.03,1.18,0.93,1.05,1.15,1.04,1.0,1.24,1.38,0.99,1.12,1.17,1.05,1.04
d_0,1.0,1.0,0.72,1.39,1.05,0.98,1.06,1.17,0.75,1.0,0.88,1.07,1.01,1.02,1.06,1.14
b_0,1.05,0.89,1.0,1.17,1.11,0.88,1.15,1.11,0.75,1.11,1.0,0.95,1.03,1.49,1.05,1.03
f_0,1.12,1.01,0.9,1.06,0.93,0.97,1.03,0.85,0.99,0.93,1.03,1.0,1.18,1.07,1.4,0.85
h_0,1.15,1.0,0.99,1.0,0.97,0.86,0.95,1.18,0.91,0.98,1.0,0.9,1.0,0.94,0.96,1.2
a_0,1.08,0.96,0.96,1.02,1.04,0.99,1.13,0.97,0.93,0.95,0.72,1.0,1.12,1.0,1.06,1.03
e_0,1.16,0.99,0.86,1.08,1.0,0.91,1.05,0.94,0.96,0.93,0.96,0.73,1.05,0.94,1.0,0.93
g_0,1.1,1.23,0.83,0.87,0.96,0.95,0.9,0.99,0.96,0.83,0.99,1.12,0.86,1.04,1.04,1.0
