,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.72,1.04,1.14,0.98,0.8,0.79,0.74,0.99,0.67,0.73,0.67,0.62,0.65,0.63,0.62
f_1,1.38,1.0,0.84,0.92,0.84,0.72,0.6,0.63,0.63,0.51,0.63,0.58,0.5,0.52,0.37,0.57
d_1,0.96,1.19,1.0,0.93,1.01,0.94,0.7,0.53,0.68,0.94,0.56,0.65,0.6,0.51,0.64,0.44
c_1,0.89,1.09,1.08,1.0,1.35,0.78,0.83,0.68,0.48,0.54,0.6,0.56,0.6,0.59,0.54,0.56
b_1,1.03,1.19,1.01,0.74,1.0,1.33,0.79,0.87,0.66,0.78,0.71,0.63,0.63,0.55,0.65,0.56
a_1,1.25,1.4,1.05,1.29,0.75,1.0,0.78,0.77,0.81,0.71,0.78,0.88,0.96,0.97,0.59,0.77
h_1,1.29,1.66,1.46,1.18,1.22,1.26,1.0,1.19,0.87,0.85,0.88,0.81,0.79,0.81,0.82,0.8
g_1,1.33,1.48,1.9,1.48,1.19,1.32,0.84,1.0,0.85,0.87,1.16,1.05,0.79,0.85,0.85,0.79
d_0,0.98,1.58,1.46,2.2,1.49,1.31,1.16,1.23,1.0,0.8,1.0,1.0,0.88,0.81,0.91,0.97
c_0,1.52,1.85,1.08,1.7,1.3,1.4,1.15,1.17,1.25,1.0,1.03,1.65,1.01,0.97,1.08,1.02
f_0,1.37,1.55,1.79,1.62,1.37,1.19,1.16,0.85,1.02,0.99,1.0,1.0,1.02,0.91,1.44,0.71
b_0,1.56,1.7,1.45,1.83,1.4,1.08,1.16,0.99,1.02,0.62,1.15,1.0,0.92,1.37,1.02,1.08
h_0,1.64,2.01,1.7,1.69,1.56,1.08,1.29,1.25,1.11,0.99,0.9,1.08,1.0,0.83,0.95,1.06
a_0,1.62,1.83,1.85,1.82,1.81,1.08,1.32,1.14,1.2,1.07,1.24,0.77,1.22,1.0,1.18,1.08
e_0,1.63,2.55,1.58,2.02,1.63,1.65,1.3,1.14,1.07,0.96,0.71,1.01,0.93,0.85,1.0,0.98
g_0,1.6,1.74,2.21,1.81,1.88,1.38,1.24,1.28,1.08,0.98,1.36,0.94,0.91,0.91,1.0,1.0
