,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.81,0.7,0.43,0.68,0.53,0.59,2.43,5.35,1.82,2.56,3.15,2.83,3.82,3.12,1.22,5.21
f_1,1.0,5.88,0.58,0.66,0.52,0.62,1.7,2.92,2.09,2.6,2.89,0.5,3.95,2.28,2.69,3.17
d_1,0.52,0.66,6.43,0.46,0.71,0.54,2.22,0.83,2.42,5.97,3.27,2.85,4.74,2.46,3.72,4.17
c_1,0.54,0.5,0.71,6.45,0.89,0.51,2.28,2.81,2.43,0.73,2.41,3.76,5.08,2.87,2.84,3.45
b_1,0.58,0.51,0.71,0.55,7.44,1.16,1.94,2.65,2.0,2.45,0.6,2.89,3.85,2.47,2.84,4.48
a_1,0.54,0.58,0.7,0.6,0.66,10.66,2.01,3.29,2.35,2.45,3.22,2.66,4.57,1.16,2.71,3.93
h_1,1.18,1.57,0.96,0.88,0.78,0.7,15.17,3.92,4.08,4.72,5.61,6.32,3.36,6.56,4.89,9.31
d_0,1.2,1.18,0.25,2.12,0.81,0.91,4.12,12.39,3.52,4.49,5.35,4.97,6.9,4.16,5.11,8.43
g_1,0.92,0.73,1.42,0.99,1.33,1.0,3.7,5.31,18.49,4.09,4.89,8.5,8.0,6.03,4.34,1.97
c_0,1.27,1.3,1.14,0.4,0.99,0.78,4.3,4.77,3.86,14.98,9.65,6.5,7.82,6.11,5.97,7.81
b_0,1.2,1.44,1.05,1.15,0.36,0.92,3.71,4.81,4.07,5.86,15.22,5.71,9.34,10.67,5.58,10.0
f_0,0.93,0.46,1.43,1.18,1.15,0.91,4.99,4.4,4.51,5.11,6.89,16.17,6.36,7.06,12.32,8.26
h_0,0.67,1.49,0.99,1.13,1.25,0.72,1.81,5.2,4.77,5.95,6.0,6.36,3.19,5.59,6.0,9.75
a_0,0.96,1.33,1.28,1.03,0.78,0.42,4.6,5.52,4.24,6.32,5.33,5.77,9.46,22.89,6.47,8.05
e_0,0.33,1.32,1.15,1.24,1.01,1.18,5.52,5.4,4.14,5.32,5.47,4.19,8.85,7.35,22.89,7.33
g_0,0.88,0.83,1.72,1.34,0.92,0.98,4.42,4.17,,4.88,5.23,8.63,6.75,4.37,5.13,4.4
