,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.43,2.28,3.71,3.5,3.59,4.05,1.9,1.66,1.55,1.66,1.85,1.88,1.35,1.47,1.94,
f_1,4.23,0.43,3.67,3.43,3.54,3.48,1.47,1.61,1.64,2.03,1.64,,0.99,1.57,1.42,
d_1,4.45,3.49,0.4,4.03,3.19,3.56,2.17,,1.61,1.34,1.48,1.42,1.47,1.34,1.05,1.31
c_1,3.42,3.61,3.75,0.38,4.74,3.84,2.15,1.1,,1.74,1.88,1.37,1.22,2.21,1.23,1.19
b_1,3.31,3.26,4.08,2.22,0.36,3.9,1.79,1.85,2.03,,,1.25,1.4,1.37,1.26,1.82
a_1,3.68,3.23,3.56,4.1,2.97,0.3,1.46,1.88,1.78,2.33,1.92,,1.32,,1.31,
h_1,1.64,1.96,1.89,1.52,1.74,1.92,0.27,0.82,0.66,1.16,0.75,0.83,,0.68,1.01,0.87
d_0,1.12,1.7,,1.45,1.28,1.41,0.82,0.3,0.81,0.97,0.78,0.69,0.67,0.55,0.62,1.0
c_0,2.01,1.52,1.03,,1.31,1.35,0.95,0.7,0.28,0.77,0.93,0.71,0.56,0.91,0.54,
g_1,1.82,2.23,1.72,2.1,,1.51,0.78,0.81,0.96,0.22,0.82,0.85,0.5,,,
b_0,1.41,1.51,1.88,2.09,,1.58,0.87,0.73,0.44,0.9,0.27,0.89,0.53,1.03,0.58,0.79
f_0,2.07,,1.56,1.89,2.33,,0.73,0.6,0.66,0.52,0.6,0.26,0.72,0.67,0.36,0.88
h_0,1.19,1.49,1.08,1.51,1.35,1.25,,0.45,0.7,0.89,0.5,0.59,,0.53,0.47,0.52
a_0,1.59,1.57,1.78,1.33,1.89,,1.15,0.95,0.74,,0.42,0.72,0.82,0.21,0.56,
g_0,1.25,1.55,1.29,1.33,1.56,1.41,0.51,0.68,0.54,,0.54,0.75,0.39,0.64,,0.48
e_0,,,1.92,1.55,1.31,,0.87,0.63,,,0.79,0.35,0.61,,0.61,0.2
