,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.75,0.97,1.14,1.01,0.73,0.69,0.8,0.6,0.85,0.67,0.69,0.56,0.62,0.52,0.54
f_1,1.33,1.0,0.94,1.03,0.84,0.69,0.63,0.58,0.54,0.61,0.64,0.51,0.47,0.58,0.54,0.66
d_1,1.03,1.06,1.0,0.81,0.95,1.01,0.7,0.57,0.87,0.8,0.65,0.56,0.65,0.58,0.62,0.42
c_1,0.88,0.97,1.24,1.0,1.41,0.89,0.69,0.59,0.58,0.52,0.54,0.67,0.58,0.68,0.55,0.6
b_1,0.99,1.19,1.06,0.71,1.0,1.33,0.93,0.77,0.78,0.69,0.6,0.7,0.74,0.38,0.59,0.62
a_1,1.38,1.45,0.99,1.13,0.75,1.0,0.88,0.79,0.77,0.82,0.76,0.55,0.72,,0.74,0.84
h_1,1.45,1.62,1.4,1.46,1.12,1.15,1.0,1.21,0.98,0.86,0.88,0.76,0.6,0.83,0.68,0.95
g_1,1.23,1.69,1.73,1.63,1.36,1.2,0.82,1.0,0.98,0.98,0.85,0.98,0.8,0.75,0.84,0.67
c_0,1.67,1.89,1.13,1.72,1.3,1.36,1.01,1.01,1.0,1.07,1.39,0.98,0.85,1.03,0.96,0.86
d_0,1.19,1.62,1.31,1.89,1.52,1.27,1.18,1.0,0.99,1.0,1.12,1.1,1.05,0.82,0.78,0.85
b_0,1.47,1.58,1.63,1.73,1.57,1.24,1.15,1.18,0.75,0.89,1.0,0.9,0.89,1.27,0.81,0.83
f_0,1.36,1.98,1.72,1.61,1.4,1.75,1.36,1.03,1.03,0.96,1.07,1.0,1.07,0.79,1.2,0.63
h_0,1.71,2.19,1.66,1.76,1.31,1.3,1.55,1.27,1.12,1.02,1.15,0.91,1.0,0.77,1.05,1.2
a_0,1.54,1.69,1.63,1.48,2.64,,1.2,1.41,0.99,1.18,0.79,1.35,1.34,1.0,0.95,0.86
e_0,1.93,1.97,1.6,1.81,1.63,1.44,1.41,1.17,1.09,1.29,1.25,0.83,1.01,0.98,1.0,1.22
g_0,1.67,1.53,2.36,1.76,1.56,1.26,1.11,1.37,1.24,1.15,1.24,1.62,0.82,1.08,0.83,1.0
