,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.67,1.45,1.25,1.3,1.21,0.97,0.44,0.6,0.42,0.44,0.43,0.52,0.29,0.47,0.33,0.48
e_1,0.85,0.66,1.39,1.56,1.25,1.23,0.63,0.68,0.46,0.6,0.54,0.57,0.43,0.44,0.66,0.38
d_1,1.42,1.4,0.64,1.24,1.43,1.14,0.56,0.43,0.53,0.75,0.47,0.49,0.39,0.47,0.45,0.27
c_1,1.31,1.08,1.76,0.64,1.6,1.06,0.76,0.65,0.71,0.31,0.46,0.53,0.36,0.42,0.43,0.38
b_1,1.69,1.5,1.34,0.84,0.62,1.92,0.7,0.61,0.62,0.55,0.79,0.49,0.43,0.45,0.55,0.39
a_1,1.95,1.73,1.91,1.92,0.82,0.57,0.7,0.72,0.66,0.64,0.72,0.56,0.66,0.93,0.56,0.41
h_1,2.17,2.04,1.92,1.91,2.04,1.7,0.57,0.93,0.75,0.83,0.66,0.65,0.72,0.6,0.57,0.65
g_1,2.52,2.16,2.01,2.01,2.24,2.03,0.85,0.54,0.81,0.74,0.88,0.87,0.53,0.77,0.62,0.7
c_0,2.71,2.47,1.39,3.28,2.17,1.88,0.97,0.97,0.59,1.1,0.84,0.72,0.66,0.77,0.67,0.57
d_0,2.32,1.35,2.78,2.55,2.35,1.97,0.98,1.25,0.75,0.63,0.88,0.78,0.75,0.72,0.72,0.78
b_0,2.52,2.01,2.1,2.97,2.73,1.8,1.08,0.93,0.53,0.77,0.58,0.77,0.68,0.89,0.73,0.68
f_0,3.8,2.28,2.14,2.52,2.39,1.94,1.29,0.67,0.93,0.92,0.84,0.56,0.72,0.78,0.89,0.46
h_0,2.99,2.23,2.54,2.89,2.65,1.84,1.4,1.08,1.02,0.79,0.85,0.78,0.98,0.74,0.83,0.82
a_0,2.72,2.59,2.46,2.64,3.16,3.47,1.38,1.1,0.88,0.88,0.55,0.91,0.78,0.57,0.86,0.79
e_0,3.66,3.37,2.53,2.8,2.76,2.22,1.46,1.33,1.11,0.91,0.93,0.57,0.71,0.92,0.55,0.78
g_0,3.01,3.07,2.91,3.37,3.01,3.55,1.06,1.48,1.04,1.0,0.98,1.11,0.66,0.85,1.0,0.93
