,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.05,1.25,1.8,2.05,1.75,1.39,0.79,0.75,0.54,0.61,0.55,0.55,0.5,0.39,0.59,0.43
f_1,1.79,1.05,1.62,2.08,1.44,1.53,0.56,0.69,0.49,0.53,0.5,0.55,0.48,0.3,0.41,0.4
d_1,2.16,2.0,1.05,1.59,1.72,1.39,0.7,0.47,0.6,0.76,0.51,0.49,0.47,0.37,0.41,0.29
c_1,1.5,1.72,2.28,1.05,2.3,1.35,0.65,0.6,0.6,0.35,0.48,0.55,0.4,0.42,0.47,0.41
b_1,2.01,2.42,1.94,1.18,1.06,2.09,0.78,0.71,0.74,0.57,0.9,0.56,0.52,0.43,0.49,0.42
a_1,3.08,2.64,2.83,2.8,1.6,1.06,1.1,1.1,0.83,0.88,0.99,0.79,0.98,0.72,0.61,0.63
h_1,4.03,4.91,4.18,4.45,4.28,3.68,1.25,1.58,1.24,1.3,1.34,1.21,1.19,1.15,1.05,1.1
g_1,4.96,5.69,6.18,6.06,5.69,4.83,1.91,1.3,1.58,1.66,1.66,1.9,1.52,1.04,1.6,1.39
c_0,6.41,6.53,3.91,8.13,5.28,5.63,2.42,2.27,1.38,2.38,1.86,1.77,1.83,1.33,1.42,1.18
d_0,4.03,5.67,7.13,7.5,6.46,5.18,2.66,2.78,1.71,1.43,1.95,2.05,1.45,1.31,1.64,1.51
b_0,6.23,6.4,5.39,9.51,6.2,4.34,2.29,2.28,1.21,1.99,1.37,1.72,2.11,1.59,1.48,1.38
f_0,6.69,9.05,6.38,6.72,6.9,6.07,2.73,1.6,1.86,1.73,1.85,1.43,1.55,1.67,1.86,0.97
a_0,7.33,7.38,7.9,10.74,8.42,8.11,3.17,3.18,1.98,2.77,1.39,2.79,1.49,2.0,2.02,2.28
h_0,8.27,9.54,8.33,8.15,8.26,6.08,3.66,3.48,2.39,2.77,2.28,2.19,2.15,2.26,1.9,1.89
e_0,10.26,11.34,8.89,8.71,8.43,8.3,4.22,3.0,2.71,2.73,2.9,1.61,2.51,2.19,1.54,1.62
g_0,9.42,10.24,9.41,9.07,8.76,7.41,2.8,3.29,2.59,2.71,2.61,2.78,2.09,1.72,2.4,2.14
