,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.47,1.44,1.22,1.81,1.5,1.47,3.17,3.0,4.91,2.91,3.43,3.44,4.13,3.26,2.54,4.27
f_1,2.22,2.49,1.35,1.57,1.25,1.23,2.56,2.73,3.07,3.18,2.47,3.22,3.71,3.07,2.64,3.38
d_1,1.5,1.6,2.59,1.27,1.48,1.41,2.88,2.77,2.38,4.97,3.08,3.65,4.18,3.66,3.33,3.42
c_1,1.23,1.36,1.6,2.62,2.31,1.46,2.82,2.53,2.8,2.34,3.0,2.47,4.08,3.15,3.32,4.29
b_1,1.34,1.51,1.59,1.24,2.64,2.49,2.83,2.79,3.03,3.36,3.6,2.56,4.08,2.75,3.85,4.33
a_1,1.41,1.72,1.66,1.44,1.24,3.19,3.08,3.34,3.28,3.6,3.42,3.85,4.58,3.04,4.1,3.86
h_1,1.45,1.91,1.69,1.68,1.43,1.45,4.14,3.38,3.3,3.11,3.06,3.52,3.62,3.22,3.78,5.6
g_1,1.44,1.42,2.01,1.64,1.65,1.26,2.96,4.55,2.99,3.54,4.75,2.94,3.51,3.42,3.69,3.89
d_0,1.33,1.62,1.28,2.49,1.53,1.63,2.94,2.98,4.29,2.72,3.36,3.22,4.25,3.34,3.48,4.35
c_0,1.78,1.59,1.53,1.35,1.38,1.48,3.37,2.99,3.7,4.42,3.71,5.64,4.04,4.32,3.4,4.61
f_0,1.22,1.52,1.66,1.8,1.77,1.65,3.29,2.8,3.39,3.04,4.74,3.29,4.66,3.38,6.56,4.71
b_0,1.47,1.65,1.6,1.96,1.46,1.09,2.91,3.48,3.6,3.03,3.65,4.76,4.36,6.39,3.68,4.3
h_0,1.55,1.94,1.65,1.5,1.44,1.4,2.33,4.12,3.39,3.33,3.26,3.41,3.42,3.82,3.03,5.12
a_0,1.65,1.67,1.47,1.65,1.85,0.84,3.27,3.35,3.39,3.37,3.95,2.99,3.82,5.37,3.58,5.21
e_0,1.31,1.78,1.85,1.53,1.51,1.46,3.36,3.07,3.56,3.72,2.86,3.77,4.93,3.49,5.3,4.21
g_0,1.17,1.6,2.3,1.53,1.5,1.79,2.49,2.71,2.59,3.44,4.74,3.39,3.92,2.86,4.22,3.97
