,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.48,0.15,0.16,0.15,0.16,0.11,0.21,0.32,0.22,0.16,0.22,0.18,0.17,0.17,0.19,
f_1,0.25,1.49,0.19,0.18,0.13,0.15,0.21,0.23,0.17,0.19,0.15,,0.21,0.16,0.2,0.13
d_1,0.18,0.17,1.49,0.15,0.14,0.11,0.17,,0.29,0.16,0.2,0.2,0.24,0.2,0.2,0.17
c_1,0.19,0.16,0.17,1.55,0.21,0.19,0.18,0.21,,0.15,0.16,0.22,0.2,0.18,0.2,0.21
b_1,0.22,0.24,0.15,0.21,1.62,0.15,0.19,0.18,0.2,0.17,,0.19,0.25,,0.17,0.18
a_1,0.23,0.13,0.23,0.14,0.19,1.8,0.23,0.26,0.22,,,,0.29,,0.18,
h_1,0.4,0.49,0.4,0.42,0.31,0.27,1.62,0.44,0.57,0.59,0.35,0.35,,,0.62,0.31
d_0,0.38,0.4,,0.63,0.49,0.38,0.61,1.37,0.58,0.51,0.63,0.51,0.72,0.41,0.54,0.43
c_0,0.45,0.51,0.4,,0.35,0.31,0.52,0.61,1.38,0.48,0.9,0.47,0.55,0.5,0.59,
g_1,0.4,0.4,0.61,0.41,0.28,,0.34,0.51,0.49,1.74,0.42,0.45,0.57,0.42,,0.31
b_0,0.33,0.62,0.49,0.44,,,0.74,0.45,0.55,0.53,1.44,0.62,0.71,0.71,0.45,0.37
f_0,0.41,,0.5,0.35,0.44,,0.51,0.67,0.75,0.56,0.48,1.53,0.69,0.43,0.44,
h_0,0.72,0.74,0.55,0.64,0.51,0.38,,0.66,0.83,0.63,0.65,0.55,,0.64,1.11,
a_0,0.53,0.52,0.48,0.36,,,,0.75,0.72,0.49,0.5,0.6,0.51,1.61,,
g_0,0.58,0.56,0.8,0.64,0.68,0.5,0.67,0.74,0.56,,0.78,1.1,0.6,,,0.59
e_0,,0.45,0.65,0.44,0.54,,0.97,0.62,,0.65,0.69,,,,0.58,1.61
