,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.12,2.54,4.85,4.58,4.7,4.48,1.38,1.3,0.87,0.88,1.22,0.87,0.68,0.92,1.93,0.71
f_1,3.99,1.11,3.9,4.34,4.49,4.92,0.9,1.56,0.89,0.82,1.76,0.77,0.45,0.89,0.8,0.81
d_1,5.26,5.59,1.11,5.59,4.66,3.94,1.26,0.78,2.16,0.73,0.78,0.94,0.57,0.81,0.78,0.36
c_1,4.12,4.92,6.05,1.12,5.3,3.71,1.44,1.58,0.54,1.86,1.0,1.06,0.71,0.79,0.99,0.75
b_1,5.87,7.65,6.98,2.86,1.13,5.71,1.74,1.8,1.17,2.4,1.23,2.6,0.91,1.26,1.19,1.15
a_1,7.81,9.08,9.16,9.88,3.83,1.14,3.34,2.65,1.96,1.73,1.78,2.28,1.53,3.25,2.91,1.32
h_1,15.61,17.21,14.46,15.84,17.11,13.28,1.72,4.39,3.41,3.19,3.4,3.33,4.78,2.69,2.61,2.15
g_1,19.29,21.34,17.14,17.78,16.39,19.85,3.23,1.74,5.11,4.33,3.48,3.82,1.93,3.9,3.27,3.85
d_0,10.81,18.34,46.31,20.38,17.33,16.31,6.05,6.25,2.36,4.33,3.85,4.15,3.73,3.67,3.74,3.28
c_0,23.62,20.62,10.68,45.71,21.43,17.66,6.49,5.93,6.32,2.13,5.04,4.31,2.83,3.7,3.3,3.21
f_0,22.07,39.24,20.9,22.86,21.09,20.26,6.14,3.99,5.44,4.21,2.13,4.85,3.76,4.11,4.93,1.92
b_0,24.9,23.69,16.48,35.16,49.47,24.68,6.09,7.28,5.03,2.54,4.07,2.23,3.76,4.68,3.3,2.83
h_0,29.48,29.43,26.57,30.48,29.9,28.31,12.87,9.41,6.04,6.22,6.09,5.43,5.9,4.79,5.07,3.89
a_0,31.5,39.66,26.77,31.37,40.61,62.1,9.85,9.17,7.9,7.06,6.92,3.44,5.38,2.65,7.87,4.3
e_0,42.36,45.61,29.04,32.99,34.88,33.19,8.49,8.31,7.3,7.14,3.15,8.23,5.52,7.63,2.52,4.09
g_0,36.85,36.13,34.97,45.71,43.89,36.32,8.31,12.39,8.74,6.98,7.69,7.65,4.25,8.9,7.4,8.28
