,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.83,1.49,1.31,1.95,3.09,25.56,42.92,29.74,33.22,41.79,54.32,77.4,97.45,120.62,140.11
f_1,1.2,1.0,0.96,1.07,1.41,3.16,15.26,25.09,25.39,23.15,33.39,38.38,57.09,64.47,69.61,115.29
c_1,0.67,1.04,1.0,1.18,1.89,3.16,21.08,16.91,28.0,23.09,26.89,38.71,58.56,79.16,81.34,99.74
d_1,0.76,0.94,0.85,1.0,1.27,2.31,18.18,20.61,18.47,29.18,32.09,30.93,50.88,76.99,78.38,81.12
b_1,0.51,0.72,0.53,0.79,1.0,3.14,12.57,16.41,18.86,21.18,29.39,26.68,48.17,51.09,62.27,93.18
a_1,0.33,0.32,0.32,0.43,0.32,1.0,8.29,9.05,9.58,8.36,12.65,10.68,21.12,26.75,29.52,35.44
h_1,0.04,0.07,0.05,0.05,0.08,0.13,1.0,1.27,1.68,1.12,1.7,2.04,3.0,4.24,4.44,5.97
d_0,0.02,0.04,0.06,0.05,0.06,0.11,0.79,1.0,1.28,0.86,1.43,1.5,2.39,2.93,3.96,5.58
g_1,0.03,0.04,0.04,0.05,0.06,0.11,0.61,0.81,1.0,1.17,1.26,1.7,2.34,2.41,3.82,4.52
c_0,0.03,0.04,0.04,0.03,0.05,0.12,0.89,1.17,0.91,1.01,1.93,1.58,2.55,3.16,3.84,4.49
b_0,0.02,0.03,0.04,0.03,0.03,0.08,0.57,0.75,0.88,0.56,1.0,1.15,1.9,3.07,2.88,3.68
f_0,0.02,0.03,0.03,0.03,0.04,0.09,0.49,0.65,0.57,0.66,0.84,1.0,1.76,2.33,3.17,2.35
h_0,0.01,0.02,0.02,0.02,0.02,0.05,0.34,0.43,0.44,0.39,0.51,0.58,1.0,1.19,1.43,2.26
a_0,0.01,0.02,0.01,0.01,0.02,0.04,0.24,0.33,0.41,0.32,0.32,0.45,0.82,1.0,1.21,1.48
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.23,0.25,0.28,0.23,0.35,0.29,0.74,0.75,1.0,1.15
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.17,0.19,0.22,0.25,0.29,0.44,0.44,0.66,0.84,1.0
