,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,7.83,15.43,14.35,14.12,10.37,3.13,4.87,2.37,2.56,2.39,2.46,2.02,2.24,,1.94
f_1,11.1,0.17,12.21,15.53,12.34,14.41,2.3,3.54,3.15,2.68,2.43,,1.02,4.45,2.49,2.02
d_1,18.19,13.56,0.16,10.46,9.78,14.5,3.69,2.23,,2.49,1.97,2.13,2.55,3.08,2.17,1.27
c_1,12.88,13.75,15.34,0.16,13.64,9.06,3.28,3.34,1.35,,4.32,2.22,1.95,2.1,2.34,2.19
b_1,12.87,13.53,9.78,5.99,0.14,13.93,3.17,3.37,5.01,3.82,,2.75,2.1,2.64,2.38,1.82
a_1,14.32,13.1,12.53,14.3,6.07,0.1,4.35,3.62,2.9,2.63,3.88,2.26,1.39,,,2.39
h_1,3.22,3.0,3.13,3.08,4.43,2.54,0.06,1.14,0.52,0.64,0.73,1.0,,0.82,0.5,0.43
g_1,4.12,3.8,4.09,4.21,2.34,3.62,0.6,0.06,0.7,0.77,0.69,0.65,0.36,0.69,0.95,
d_0,1.27,1.91,,2.79,2.29,1.97,0.74,0.78,0.09,0.56,0.51,0.67,0.38,0.65,0.59,0.37
c_0,3.84,2.33,1.39,,2.34,4.54,0.72,0.71,0.48,0.07,0.49,0.48,0.44,0.46,0.48,0.4
b_0,2.05,2.29,2.32,3.11,,3.88,0.87,1.04,0.45,0.46,0.07,0.54,0.37,0.39,0.37,0.34
f_0,2.62,,2.95,2.22,3.3,2.83,1.06,0.32,0.53,0.42,0.56,0.07,0.27,,,0.22
h_0,1.81,1.78,1.39,1.83,2.19,1.39,,0.59,0.28,0.3,0.32,0.35,,0.33,0.31,0.18
a_0,4.03,2.41,3.46,3.41,3.4,,0.53,0.61,0.65,0.44,0.3,,0.28,0.05,,0.41
e_0,,4.75,2.5,2.46,3.58,,0.79,0.95,0.53,0.45,0.65,,0.36,,0.04,
g_0,1.8,2.91,1.71,1.51,2.25,2.39,0.43,,0.3,0.29,0.29,0.3,0.17,0.29,,
