,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.82,0.88,1.14,0.85,0.6,0.49,0.47,0.61,0.43,0.4,0.43,0.38,0.43,0.33,0.34
f_1,1.21,1.0,0.95,0.89,0.82,0.66,0.39,0.49,0.4,0.35,0.39,0.29,0.31,0.29,0.27,0.34
d_1,1.14,1.06,1.0,0.9,0.85,0.74,0.44,0.4,0.5,0.62,0.45,0.39,0.37,0.32,0.36,0.25
c_1,0.89,1.12,1.11,1.0,1.35,0.75,0.5,0.49,0.33,0.35,0.34,0.41,0.39,0.33,0.34,0.31
b_1,1.18,1.24,1.19,0.75,1.0,1.23,0.51,0.5,0.47,0.58,0.49,0.43,0.41,0.33,0.31,0.35
a_1,1.64,1.51,1.37,1.34,0.83,1.0,0.81,0.69,0.73,0.72,0.66,0.68,0.57,0.55,0.58,0.43
h_1,2.04,2.62,2.23,1.94,1.81,1.26,1.0,1.11,0.8,0.86,0.83,0.86,0.67,0.61,0.66,0.72
g_1,2.18,2.06,2.59,2.14,1.96,1.38,0.9,1.0,0.97,1.02,0.99,1.08,0.74,0.79,0.73,0.74
d_0,1.61,2.44,2.01,3.06,2.13,1.37,1.25,1.06,1.0,0.71,0.81,0.92,0.82,0.85,0.71,0.85
c_0,2.36,2.69,1.6,2.81,1.65,1.36,1.17,1.05,1.39,1.0,1.27,1.0,0.85,0.99,0.76,0.81
b_0,2.44,2.61,2.19,3.22,1.81,1.49,1.25,1.05,1.22,0.74,1.0,0.87,0.97,1.2,0.78,0.97
f_0,2.48,3.14,2.51,2.43,2.25,1.54,1.11,0.93,1.11,1.0,1.08,1.0,0.98,0.95,1.23,0.63
h_0,2.63,3.21,2.77,2.59,2.41,1.73,1.52,1.32,1.22,1.16,1.01,1.02,1.01,0.95,0.9,1.1
a_0,2.42,3.38,2.99,3.13,2.87,1.69,1.62,1.26,1.13,1.04,0.87,1.03,1.03,1.0,1.06,0.86
e_0,3.02,3.67,2.98,2.96,2.93,1.8,1.55,1.39,1.43,1.3,1.22,0.82,1.13,0.95,1.0,0.95
g_0,2.96,2.9,3.93,3.12,2.86,2.26,1.4,1.4,1.24,1.29,1.05,1.53,0.9,1.12,1.06,1.01
