,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.38,1.14,0.78,0.8,0.69,0.74,1.41,1.31,1.33,1.51,1.5,0.55,2.02,1.79,1.31,2.08
e_1,0.72,2.44,0.75,0.76,0.65,0.76,1.8,1.61,2.68,1.82,1.89,1.79,1.98,1.72,1.13,1.95
d_1,0.77,0.77,2.48,0.65,0.77,0.7,1.66,1.26,1.01,2.7,1.68,1.96,2.17,1.55,1.93,1.91
c_1,0.64,0.81,0.85,2.64,1.39,0.75,1.21,1.27,1.32,0.67,1.62,1.71,1.83,1.66,1.54,2.4
b_1,0.77,0.76,0.73,0.63,2.79,1.24,1.39,1.38,1.93,1.91,0.95,2.04,2.28,1.39,1.94,1.73
a_1,0.89,0.8,0.79,0.72,0.63,3.21,1.63,2.07,1.4,1.81,1.77,1.13,2.03,1.06,1.78,1.74
h_1,1.38,0.75,0.98,1.16,0.97,0.87,3.79,2.47,2.37,2.2,2.35,2.38,1.73,1.98,2.61,3.54
g_1,0.96,0.82,1.35,1.2,0.9,0.68,1.76,4.35,2.26,2.26,2.46,3.25,2.15,2.28,2.18,1.86
d_0,1.22,0.85,0.56,2.03,0.92,0.94,1.84,1.71,3.65,1.45,1.95,2.01,2.92,2.16,2.49,2.41
c_0,1.16,1.07,0.96,0.89,0.91,0.86,2.2,1.74,2.94,3.5,3.83,2.32,3.56,2.14,3.1,3.31
b_0,1.15,0.91,1.04,1.08,0.75,0.76,2.08,2.17,2.47,1.89,3.96,2.82,3.26,3.76,2.31,3.08
f_0,0.88,0.9,1.14,1.18,0.98,1.4,1.98,2.07,2.65,2.18,1.89,4.13,2.63,2.88,4.12,2.9
h_0,1.37,0.89,0.98,1.08,0.89,0.91,1.33,2.15,2.07,2.02,2.25,2.21,1.98,2.68,2.04,3.87
a_0,0.95,0.99,1.07,1.15,1.12,0.54,2.25,2.33,2.57,2.79,2.08,2.55,2.61,4.75,2.53,2.67
e_0,1.06,0.57,1.07,1.35,0.91,1.11,1.9,2.06,2.04,2.2,2.63,2.25,3.95,2.56,4.57,3.35
g_0,0.93,0.93,1.53,0.92,0.96,1.08,1.58,1.13,2.02,2.22,2.09,2.63,2.34,2.63,2.03,1.77
